,cohens_d
0,-0.07168013269761628
1,1.1019771546115733
2,-0.23498740500157328
3,-0.7540076470244041
4,-0.9886561464873739
5,-0.8543081949032675
6,1.8572202034842724
7,0.9135997527682937
8,-0.17779054720101795
9,-1.428838020923806
10,-0.09822705964260559
11,-2.741542333916664
12,0.0910061294189709
13,-1.261071354938684
14,-0.7979983781116416
15,0.34169572952807004
16,-1.2802477071975686
17,-0.9942406972882786
18,1.170301327538325
19,-0.25932710306201445
20,-0.30857427951653704
21,0.4760599369684776
22,-1.2293614192671505
23,0.3482717079099634
24,-0.30519928328901896
25,0.47145804299883376
26,-0.5853016419293627
27,-0.6941058928417113
28,1.3441287543942766
29,1.4846814712726546
30,-0.9290507755048308
31,-0.04907800716493706
32,-0.7118761762276364
33,0.3835021226387312
34,0.845920872207058
35,-1.0114338047309215
36,-0.4776189528509128
37,-1.1890812832790352
38,-0.40877969935745817
39,0.8989762998986419
40,2.166459675389703
41,-1.0563868602335693
42,-1.304533886124761
43,-0.08442435218701208
44,0.6513895973961537
45,-0.16342145767589017
46,-0.6349251679584359
47,0.9153163267948508
48,-0.2571105937888659
49,-0.28422705595937636
50,-0.4252404003054911
51,-0.3588906005401169
52,-0.19887366493459607
53,2.355548330864641
54,0.9653725960673459
55,0.6752491012414872
56,-0.6795558563858198
57,0.8662855004180494
58,0.964435060843305
59,-1.0254051450024868
60,-0.22575956616022003
61,-0.6242444929011907
62,-1.146622669523153
63,0.7563545745810087
64,-1.8855745385466876
65,-1.0012025118078334
66,1.4316160131553468
67,-0.07134635050303889
68,-0.5196769087676466
69,-1.151944187357786
70,-0.7095306364291918
71,-1.303118256652595
72,-0.360768495896391
73,-0.021031805689706393
74,-0.19403438686813929
75,0.795808463561956
76,-0.8057466832277271
77,0.9322591511072994
78,-0.4982374726508343
79,-0.5049138015143458
80,-0.7822037469745293
81,-1.2630909112143607
82,0.672931138854197
83,-2.308237242035723
84,0.677968568199841
85,-1.885206794339302
86,0.8591964987662897
87,-0.5176818532102297
88,1.1234827956647897
89,-2.3578207134179827
90,-0.11526077952780922
91,0.35148670428857615
92,-1.197632147406335
93,0.17002156684060027
94,1.0121635379891998
95,0.24972801478532594
96,0.47417800677280036
97,0.21887002714728498
98,-0.5547214227271062
99,0.4070266023541051
100,0.21344255391966432
101,1.2810583078029618
