,cohens_d
0,-0.7622807428296329
1,-2.955036687157027
2,-2.2041756391761713
3,-0.27818525097591096
4,-2.543425156979107
5,-2.195714813731404
6,-1.721973625171886
7,-3.1833093682127496
8,-1.5483009605900824
9,-1.5768700229027426
10,0.1568870276242828
11,-1.596918710255446
12,-0.46480831224663743
13,-1.04821908865257
14,-1.0942957406012732
15,-0.13900343277403376
16,-1.354502892459038
17,-2.9534204209658106
18,-2.839395674046188
19,-0.6838804302281042
20,-1.735740219714211
21,-1.0487198804095308
22,0.7833118364161339
23,-1.1862202526211756
24,-0.13043283611149098
25,-0.8557812720898103
26,-1.3130711966850666
27,-2.498449308938358
28,-1.0940750553836094
29,-1.993189603435194
30,-0.9917925889644018
31,-1.2414496390285008
32,-0.8846722572896951
33,-3.0463673268643237
34,-4.055579141348523
35,-1.8154468942887811
36,0.3006064622076921
37,-1.5000787078752875
38,-2.804698966442611
39,-1.9795426156125218
40,-2.766424300553812
41,-2.3332900055604537
42,-1.545724099553981
43,-3.4027130026914296
44,-0.33879412652705865
45,-2.7564275349645273
46,-2.6339564248675034
47,-1.1425178426224234
48,-1.639009521162143
49,-1.4618451708320974
50,-1.6416449093134409
51,-0.7672683771190746
52,-1.7769323882601171
53,-2.045963986785101
54,-2.0452794180534966
55,-0.6334242225317603
56,-2.9197239919785147
57,-1.7094517846466872
58,-1.6334985242914513
59,-1.2741011047240987
60,-0.8449106460906226
61,-0.9634225221890514
62,-1.764867046722642
63,-0.7424740033662497
64,-0.45840309281490815
65,-1.9417487784970067
66,-2.866137405519247
67,-1.820304540697792
68,-0.3152525154746818
69,-0.9961050376942935
70,-2.1430750457185983
71,-0.6860308913443613
72,-3.940969759534206
73,-1.5797732182295154
74,-1.1004941930498366
75,0.09802232685547568
76,1.195393355433498
77,-0.6963048509155049
78,-1.797560496506365
79,-2.7710178788931272
80,-2.79124913593469
81,-1.3196100587848323
82,-1.2045662405336424
83,-3.1942294644645908
84,-0.9181882771456473
85,0.028672036082393763
86,-0.6732992206608704
87,0.6314376492046581
88,-1.2044613696040734
89,-2.9698963255601303
90,-2.3667624528439752
91,-1.060927940996756
92,-0.9407517981941136
93,-1.0039703672929716
94,-1.1418570933540577
95,-1.4060784167272613
96,-1.4487189103569578
97,-1.7320270137658733
98,-2.203556307825782
99,-1.4638264121377957
100,-2.1248342551505743
101,-1.9306125738146394
102,-2.8833728551604176
103,-1.2688448545395963
104,-1.397211369691532
105,-0.5442727964708732
106,-3.843751672323436
107,-2.304203481036544
108,-1.8950323097468633
109,-2.7481237848257556
110,-2.2186346297091597
111,-2.1003939211337954
112,-0.5659764446823485
113,-0.18227107153590308
114,-2.7919318986255037
115,-1.8015891143929181
116,-1.3190075087589472
117,-0.9607848200955967
118,-1.6526412849378922
119,-1.5200174494693164
120,-0.79688654503113
121,-1.9515752275158638
122,-2.485088935266576
123,-3.1471976460121045
124,-1.0158142635153007
125,0.2258862039985006
126,-1.615874690298087
127,-0.946654977214116
128,-1.3419216719444726
129,0.07553954435820603
130,-2.7983760878350945
131,-0.8404213414056634
132,-0.9100959050964892
133,-1.0059995079885926
134,-2.4969229843097613
135,-1.0146119392874615
136,-1.0141320968611882
137,-1.2753133952900977
138,-1.4979604187756694
139,0.04906040482999932
140,-1.2407242155805374
141,-2.7492170984955533
142,-0.5784091280668969
143,-2.5945401703903093
144,0.48516875092246986
145,-1.6154820090798614
146,-1.6637766017785762
147,-2.3999316029757978
148,-2.3241450216196378
149,-1.3011332492811056
150,-1.623866827858062
151,-1.7941743920838926
152,-2.3972880747635923
153,-1.0953616452734443
154,-1.852865186081889
155,-1.6070948558093245
156,-1.4657689503357705
157,-1.5173063347671236
158,-1.8828575658464632
159,0.13286747595609938
160,-1.3607728417229141
161,-1.4919442136814887
162,-0.6422318327180705
163,-2.46356476531724
164,-1.87210819665105
165,-1.2604505622802482
166,-1.7362543803103143
167,-0.44822252190190576
168,-0.7262954102346858
169,-1.030756252815721
170,-2.3006535247303175
171,-0.4661844637351916
172,-3.665529342366564
173,-0.8677114740096461
174,-3.0613706158883494
175,0.3621091545426688
176,-1.5490253209420974
177,-0.5681399118196865
178,-1.5921635086079367
179,-1.3729138366954101
180,-0.9660682559187721
181,-1.5247641659797868
182,-0.15035716368942387
183,-1.8564046984485565
184,-1.2765807252335026
185,-0.7430888731344171
186,-3.9603899018275155
187,-2.6278447797450717
188,-2.3868949328200664
189,-0.5290973357472751
190,-1.262462181811464
191,-2.110899256185536
192,-0.5332075132026358
193,-3.8764230156714334
194,-1.5518860542971098
195,-3.7409814268616866
196,-0.8901357923601578
197,1.102800363470305
198,-1.88928123238501
199,-3.0531948693721778
200,-0.15139092703053375
201,-2.472015493317813
202,-1.911673010511747
203,-1.6055833337460999
204,-1.323490877392258
205,-1.6109326365823422
206,-1.0427938013110976
207,-1.884811212664425
208,-2.179698085191114
209,-1.2843436580962346
210,-3.114444071239512
211,0.23826004619307398
212,-3.1268450710900644
213,-1.9620628344791182
214,-2.554354025103625
215,-0.8487363104247471
216,-2.456078646284095
217,-1.2498568447701424
218,-0.5814496122854166
219,-1.5676886878830958
220,-0.8160609188789938
221,-1.290642492052614
222,-1.4579028930418099
223,0.19432062335585948
224,-1.4980213033972511
225,-1.062408930405477
226,-3.8316162214519536
227,-2.6370827899674705
228,-1.2866967983838624
229,-2.5497195526112737
230,-0.22115008291889737
231,-0.5026454847477305
232,0.03212725706066209
233,-1.930918604692045
234,-3.1847055638765265
235,-1.2231484106090686
236,-1.8052892890979284
237,-2.5467195626087102
238,-1.2692193765769997
239,-1.7527110820212197
240,-1.8630144517879894
241,-2.1924441125970895
242,-3.1568631576142767
243,-3.8724924620823304
244,0.7562807433020483
245,-2.2338790928048557
246,-1.5200571627039619
247,-0.25275411583109764
248,-1.6952302142895015
249,-1.4625470207129931
250,-3.9002765885997297
251,-1.3962882924658622
252,-0.11022910310063878
253,-0.9066245695703969
254,-2.025020700965349
255,-1.865072689313928
256,-1.1686774798891466
257,-1.7205845738751744
258,-0.6204538595810117
259,-2.8135890052466412
260,-0.25876162574420114
261,-1.1319608766214184
262,-2.454841586714781
263,0.08826758655277463
264,-2.2910086629886934
265,-0.2785396101334664
266,-1.2089335620632118
267,0.5743835735842261
268,-2.4868088944973175
269,-0.09173885500085448
270,-1.7001591812096564
271,-1.192684620740949
272,-1.839346135828545
273,-1.6864212529331546
274,-2.198900504396678
275,-0.45702851243658993
276,0.17853822348857484
277,-0.5958765129415832
278,-1.8929518998758088
279,-3.6396765744046258
280,-3.284737171744477
281,-2.0282695274201337
282,-1.489801041634142
283,-3.8287024399250837
284,0.32988846317200227
285,-2.318251958006634
286,-3.0252493704593415
287,-0.9793215371691064
288,-1.0513551521483775
289,-0.208303255530797
290,-0.6450586333521504
291,-1.0667643658441985
292,-0.5270038949205147
293,0.1879865386343578
294,-1.5194182012339066
295,-1.6307140223250698
296,-1.1216083325604131
297,-0.7755441909006323
298,-0.7478714586570736
299,-2.6074792943678125
300,-1.2912576736776944
301,-2.029951689809066
302,-1.2089711548169675
