,cohens_d
453,-2.677283113431832
454,-1.7380309388696813
455,-1.2374346161568608
456,-2.1538114449272476
457,-2.0360452432121243
458,-1.2483450437554298
459,-2.5702900078963156
460,-1.5658370897992073
461,-2.3578425553352425
462,-2.355735658375796
463,-1.8735354336352457
464,-1.9747129770007803
465,-2.0595355463290947
466,-2.721238040209269
467,-2.714398093508411
468,-2.6958224297205615
469,-2.346489849111106
470,-2.861602647430259
471,-2.386453671779333
472,-2.37877586491
473,-2.8854394966024697
474,-2.4329710256715216
475,-2.7048057299840895
476,-2.5883437199032073
477,-2.571450335008826
478,-1.9098734915422202
479,-2.7790655318717086
480,-2.421693243376279
481,-2.408975630232711
482,-1.7026459200078716
483,-1.6613158350968764
484,-2.9394381471389575
485,-2.971448855978774
486,-1.6712091640158961
487,-2.5784856945834367
488,-2.128716858916584
489,-1.8064033825784775
490,-1.601511159883132
491,-2.6493991366284595
492,-2.21500661314482
493,-2.0758599057813414
494,-1.353060201307758
495,-2.741442987386216
496,-1.7054842344325047
497,-1.6102096752439374
498,-1.8374031073489623
499,-2.238481506391823
500,-1.988359177989295
501,-3.080798838266184
502,-2.41387646083227
503,-1.6050760435708342
504,-2.0436480675100523
505,-2.134766039159675
506,-2.1391487786290844
507,-2.3119658704537107
508,-2.4099403716052588
509,-2.352112874345396
510,-2.5511346719908623
511,-2.4068365228770943
512,-1.573604077245903
513,-2.5348016347230597
514,-2.19168823375398
515,-2.1757746990596365
516,-2.7291293300892594
517,-2.5637768682794064
518,-1.853533198718936
519,-2.770741344580325
520,-2.6673283102303533
521,-1.7801132483969624
522,-1.7102169868783796
523,-1.933931496988024
524,-1.6772942761455365
525,-2.3606891595495365
526,-1.7022080736254752
527,-2.2105832945461015
528,-2.2277121680369736
529,-2.056835661153627
530,-2.588456118280251
531,-2.617891832240722
532,-2.2319521697176317
533,-2.4771013975493674
534,-2.1151835417970193
535,-2.456006961070587
536,-2.6479833830259714
537,-1.9913492112609663
538,-2.417632882715646
539,-2.4294805956050425
540,-2.17964869882743
541,-1.9978941612315164
542,-2.3243883164405728
543,-2.688211925829289
544,-1.9632255245119292
545,-1.468662734098738
546,-2.5092052243995457
547,-2.1226206755309964
548,-1.897676965098801
549,-2.1570459013722285
550,-2.0983397337417773
551,-2.1225286081828028
552,-1.6618324434488219
553,-2.7218867182498903
554,-2.4081194187896378
555,-2.2729094353687542
556,-2.366872785747771
557,-1.9809922247632712
558,-1.6863730850753655
559,-2.731371019040437
560,-2.1593034914959173
561,-2.55571128476688
562,-2.2817434000764196
563,-2.4079995969636427
564,-2.6363186490928534
565,-2.387150513514449
566,-2.2250442579795973
567,-2.4849139111129808
568,-2.198004188243009
569,-2.0647578930763593
570,-2.0782142813364115
571,-2.7900443674743602
572,-2.371187865341659
573,-2.505532803470835
574,-1.3389017811337356
575,-2.213775632686276
576,-2.796131868535419
577,-2.3309199813647745
578,-2.974718000726202
579,-2.6029974740142268
580,-2.211759178626055
581,-1.5208061071563113
582,-2.410135684045058
583,-2.3775540954912193
584,-2.5020777468181024
585,-1.7682898215968588
586,-2.6357756975362188
587,-1.4818766069376998
588,-2.2767172727067475
589,-2.367528232397276
590,-1.6924047745038802
591,-2.76922896116385
592,-2.7562456688565664
593,-2.19159364966684
594,-2.324047876017607
595,-2.281885411911576
596,-1.7629049472694285
597,-2.2586116015592372
598,-2.1671687017992878
599,-2.459009199359257
600,-1.5881744846117933
601,-2.3459365180219085
602,-1.8259861959338437
603,-2.43073167567993
604,-2.9488506824530902
605,-2.4545177938401666
606,-2.492847515346381
607,-2.582415025047572
608,-2.482848268408816
609,-1.7805802189544842
610,-2.8259219064008083
611,-1.7030298887327848
612,-2.4056948458204555
613,-1.9958374674492705
614,-2.3693620595874694
615,-2.1825576944613654
616,-2.322137590949961
617,-1.9825200057449095
618,-2.426216303570311
619,-1.844060791255285
620,-2.4947377081566513
621,-2.468090743653571
622,-2.318932293081803
623,-2.8268218110438106
624,-2.1677410424828927
625,-2.510455352190104
626,-2.0324230451124747
627,-2.5410297047355237
628,-1.7239341393751582
629,-1.949422332682959
630,-2.2969888760858588
631,-2.718236703293199
632,-2.307934883498102
633,-2.1384343939251282
634,-2.914050328070467
635,-1.8769595463639217
636,-2.4347702522510097
637,-2.464428679429666
638,-2.8279511779276216
639,-2.093205859044601
640,-2.650627737683999
641,-2.5377985595983334
642,-1.559143461513081
643,-2.2006384768388716
644,-3.080556183342742
645,-1.6315026307944007
646,-2.07521883591016
647,-2.089746137664108
648,-2.3771603797755327
649,-2.417463861759812
650,-1.744708846327447
651,-2.6129930317333514
652,-2.2821685809068173
653,-2.7813698889171983
654,-2.4705944809120437
655,-1.7558489839526519
656,-2.496051299400705
657,-2.4354459532274815
658,-2.0911241735460537
659,0.7987782583210166
660,-1.8111900078935377
661,-1.5573084579404668
662,-2.5624482055227844
663,-2.568280182357512
664,-1.3264419912065164
665,-2.402668449591146
666,-2.3567842953672264
667,-1.9499397221270975
668,-1.698526220450967
669,-1.7646411238431514
670,-2.188002561939128
671,-2.397243359962553
672,-1.8993989958814839
673,-2.718534186587332
674,-1.8743113333836505
675,-2.9411849424264465
676,-2.441752898152105
677,-2.3442493508120323
678,-2.0123279849891142
679,-2.6317477510809977
680,-2.2811591972149547
681,-2.9489208354932726
682,-1.9236996574169702
683,-2.209639501790465
684,-2.3917462731661607
685,-2.460139931520138
686,-1.9623349423380043
687,-2.1814428841647975
688,-2.8131999092250344
689,-2.453642011213742
690,-2.4789852231901452
691,-2.8467076133041718
692,-2.1060747703460425
693,-2.149624536199262
694,-2.2409057739748732
695,-1.6908527054866382
696,-2.79003149676109
697,-1.9971536339704585
698,-0.5407084684794868
699,-2.3934920456771396
700,-2.303650055045434
701,-2.3268688898308953
702,-2.496605103516491
703,-2.3953317159289638
704,-2.551163834338412
705,-2.5192112906454978
706,-2.3399592317733675
707,-1.6842720138745086
708,-2.5870996388416176
709,-2.313135926748475
710,-2.120069051932938
711,-1.8909291023611985
712,-2.3136811118952325
713,-2.699180386308758
714,-2.2202512099839895
715,-1.3883810316417824
716,-2.237550539722094
717,-2.4502194909375388
718,-2.693876435915517
719,-2.118072906053606
720,-2.041866482927752
721,-2.210521824869169
722,-2.4605523731495307
723,-2.756972643148366
724,-2.637097479244016
725,-1.9757478662714125
726,-2.092499539585386
727,-1.978033148907814
728,-1.6699221246627902
729,-1.9889746025203667
730,-2.508696867394572
731,-2.043205569512137
732,-2.2555051279961313
733,-2.998466442035559
734,-2.7715018764025707
735,-1.773962124799273
736,-2.2069219130342064
737,-1.997187024328866
738,-2.705612287771468
739,-1.6976103386793093
740,-1.6317660024715472
741,-2.773742861883441
742,-2.623555814833871
743,-2.4854506964069674
744,-2.6072024254754442
745,-2.9812324059593607
746,-1.677572275059748
747,-2.3909717824937538
748,-2.1717822030824743
749,-2.466976977599706
750,-1.8252888714257123
751,-1.9294078225512867
752,-2.204104700677626
753,-1.5488357679648794
754,-2.382714419634268
755,-1.3393159154042162
756,-2.000149643063465
757,-1.605648681769707
758,-2.2535941042963876
759,-2.826449023823314
760,-2.8051228769919923
761,0.1934894858480418
762,-1.7508214922266456
763,-2.2544784334807755
764,-2.2714554991466382
765,-2.741678344789461
766,-2.492803549473852
767,-2.7489776629315306
768,-2.19309295399725
769,-2.019914745816347
770,-2.275080849417996
771,-2.203422232925658
772,-1.964347882767887
773,-2.2744469826508085
774,-2.17915327218855
775,-1.941378572404097
776,-1.6913267441331283
777,-1.7488633805546558
778,-2.2020756464794604
779,-1.6488609393591305
780,-2.5882974059050547
781,-2.4767462955594697
782,-3.0349055348464233
783,-2.390606148980992
784,-2.665784896796444
785,-2.483679820571195
786,-1.4057463791305373
787,-2.4973197470949593
788,-0.1608850275016909
789,-2.3594670811468212
790,0.2008646980631
791,-2.4378102469508938
792,-2.408822474680872
793,-2.599481215057792
794,-2.8820660298411207
795,-2.180422325941574
796,-1.7080048623475799
797,-1.4389334035464916
798,-2.7525986465143504
799,-2.5741722461112246
800,-2.403674840883627
801,-2.5748690328249846
802,-2.2029930164390015
803,-2.6775712198955883
804,-2.78882319638455
805,-2.542019647617786
806,-1.8985260786830516
807,-1.9886639146278782
808,-2.1832093378543864
809,-1.8118759213789664
810,-2.1418712113846117
811,-2.920792407229679
812,-2.5325545216595424
813,-2.6457539141511517
814,-3.0246896440106084
815,-2.30161504054925
816,-1.6495296687053442
817,-2.7507917701668996
818,-2.567725159592865
819,-2.1950595540183464
820,-2.5080697476570237
821,-2.0461077111620023
822,-2.0314205033099353
823,-2.953185490358587
824,-2.7333486089882193
825,-2.6673163221993903
826,-2.3036431424452104
827,-2.2578391486338725
828,-2.1195597704251092
829,-2.7639185924471397
830,-1.9491559703053982
831,-2.6324541902743634
832,-1.9513362261651792
833,-2.1339009885693794
834,-2.4062817416229185
835,-2.1226232324941035
836,-2.318819307937633
837,-1.2603395925510092
838,-2.7151235591924445
839,-2.4724591258236566
840,-2.568622769623204
841,-2.245178675647695
842,-2.703142644729929
843,-1.9219681298315614
844,-2.35287783933622
845,-1.9362710073801706
846,-1.995278106370149
847,-2.262636591983903
848,-1.989237231311387
849,-1.9649696397352943
850,-1.2176585481029478
851,-2.5965733948530243
852,-2.5922817568396748
853,-2.385635577141974
854,-1.963078937573806
855,-1.7987968194941382
856,-2.7268515139073912
857,-2.3134361761645077
858,-1.7080301869108432
859,-3.1391596370178108
860,-3.008930515471801
861,-2.4185377115017372
862,-2.4118647063370657
863,-1.6281007477989424
864,-2.7690412831641185
865,-2.211579326666238
866,-1.796564636628303
867,-2.1348289214759464
868,-2.166192790750048
869,-1.9971369102532441
870,-2.468529425255726
871,-2.645239081528725
872,-2.375559633951518
873,0.25438024896483363
874,-2.1652056504100528
875,-2.8736328641965425
876,-2.5041919113772506
877,-2.4426447101901005
878,-1.531518672052506
879,-2.439132414814323
880,-2.3808852204269133
881,-2.4677936005629086
882,-2.3656712728723543
883,-2.08114893279141
884,-1.7851960714335773
885,-2.4365866117382633
886,-2.401653252601035
887,-2.580393136001513
888,-2.392262460865214
889,-2.002724713119705
890,-2.0849805074820944
891,-1.7095739475825595
892,-2.436985512165713
893,-2.3859652288770663
894,-2.6945891138862526
895,-2.755394604827044
896,-1.9204069795781438
897,-2.408524043359856
898,-2.329844156749229
899,-1.67983487664087
900,-2.9206341190698093
901,-2.361797360898578
902,-2.4988013759775987
903,-2.237239579829106
904,-1.8050997098338044
905,-1.9096309520728687
906,-2.152022414027394
907,-2.790437228981356
908,-1.7924667834402417
909,-2.0303346562011986
910,-1.9309883020747813
911,-2.049420732314165
912,-2.3906907110116093
913,-2.854911716589867
914,-1.8939922260642912
915,-2.4569499348441872
916,-3.0270740422873033
917,-2.5292411817450597
918,-2.3988669201044632
919,-2.611097138098588
920,-2.7606828025387378
921,-2.0220515370377323
922,-2.2595815912823016
923,-2.1531243768941075
924,-2.724337577011704
925,-1.3831293786304266
926,-2.5795265076256815
927,-2.568150273915924
928,-2.3661931912148564
929,-2.0457996878013223
930,-1.8813237430376826
931,-1.861379283234657
932,-2.3759562119860442
933,-2.229976532269236
934,-2.4733398568297127
935,-2.5003796508428153
936,-0.0911321828893979
937,-1.643015146191286
938,-2.2391452188429635
939,-2.5022264741118856
940,-1.8491394092939302
941,-2.4380775101714907
942,-1.960382295871649
943,-2.576256193662996
944,-1.92058509328137
945,-2.3485323254098405
946,-2.255229455342926
947,-2.761072357250352
948,-2.828148660586046
949,-1.5682934815124017
950,-2.409750980327677
951,-2.8603636343130354
952,-2.6783160654246365
953,-0.8791123538368023
954,-1.809285049623291
955,-2.6639586397296613
956,-2.4707771181733698
957,-1.8805576864349443
958,-1.7545262732057285
959,-2.5422816659369314
960,-1.956784289820523
961,-2.9043558284825486
962,-2.1773589324726577
963,-2.551831940355918
964,-1.782903889590854
965,-1.7451279836115177
966,-2.4159567953809753
967,-2.1828186223707444
968,-1.7813782214640337
969,-2.7187973032659496
970,-2.789928508360744
971,-2.0034074832044295
972,-2.8426795647562773
973,-2.654849309953301
974,-2.5425449667949214
975,-2.386638391516576
976,-2.401999738224351
977,-1.7197525241043559
978,-1.2807344979758277
979,-2.2207760113361807
980,-2.1042062162416837
981,-2.3926287118624288
982,-2.250771189126592
983,-1.9655350275954822
984,-1.9082351722931155
985,-2.339741292257422
986,-2.20936443794458
987,-1.5836487814943054
988,-1.4388735558325882
989,-1.5885419382928068
990,-2.2917443883930737
991,-2.319631862319848
992,-2.21823724359196
993,-2.6662165939205287
994,-2.3552322230421954
995,-2.035937960523894
996,-2.1381419894822824
997,-2.1519160204911287
998,-1.7086537384452756
999,-1.9187771214096938
1000,-2.0117766711280036
1001,-1.9639874735695761
1002,-2.3171994915956153
1003,-2.732211794316264
1004,-1.6921208305644317
1005,-1.8136134690525338
1006,-2.341816169616243
1007,-2.3468943745181368
1008,-2.1017886935708536
1009,-2.034848720868958
1010,-2.8440097347595232
1011,-2.7712798313442493
1012,-1.982343118907431
1013,-2.0953569760971216
1014,-2.6693295505661623
1015,-1.938309548172868
1016,-2.2401859005941955
1017,-2.1040231405038186
1018,-2.2076177197908553
1019,-0.22598042925561784
1020,-2.4014183500629067
1021,-2.507704530093207
1022,-2.2715961191579757
1023,-2.1422943577682636
1024,-2.02827601474131
1025,-2.353333557354657
1026,-2.2099821608156116
1027,-2.319175270702801
1028,-2.3174220380400388
1029,-2.6242624536630443
1030,-1.6387295420424233
1031,-1.5403761137756482
1032,-2.9215246612344874
1033,-2.277737151745366
1034,-2.4055555194005898
1035,-2.0653943704387463
1036,-2.1950508802379765
1037,-2.6566968065803866
1038,-2.8138172910000683
1039,-2.1453334538205606
1040,-2.4535160686932618
1041,-2.4075851630965457
1042,-2.1945082086244128
1043,-2.859691480919741
1044,-2.152065787294741
1045,-2.4558403847270522
1046,-2.3921369126748826
1047,-1.834798630951033
1048,-1.819487583743726
1049,-2.513345369170412
1050,-2.539272226962011
1051,-2.1240089727814473
1052,-1.7764223854654733
1053,-2.3833095928499963
1054,-2.6323300170026958
1055,-2.3666546382292655
1056,-0.4943793720681741
1057,-2.6317580488499384
1058,-2.42286860675651
1059,-2.5128875634436896
1060,-2.4231401263582586
1061,-2.448815655405351
1062,-2.915892705055272
1063,-2.035272098149383
1064,-2.2932807356190024
1065,-2.376485866830665
1066,-2.259515977900219
1067,-2.336983045203544
1068,-2.383129201341986
1069,-2.4509808897126817
1070,-1.5625245576736564
1071,-2.5904779356878604
1072,-2.8783895172756147
1073,-2.312912086518947
1074,-2.099931999297928
1075,-2.2728623150951277
1076,-1.640111526177822
1077,-2.7656807106788404
1078,-2.382132204956724
1079,-2.2460205769696215
1080,-1.760354707076374
1081,-1.8477710406242547
1082,-2.019770749493239
1083,-2.285541280499221
1084,-2.748904635100555
1085,-1.3699494621548935
1086,-1.5816478752348708
1087,-2.512449874827984
1088,-2.494586167866212
1089,-2.195334865906427
1090,-2.363014212167392
1091,-2.640995366307605
1092,-2.376244749899376
1093,-2.2779383508509716
1094,-2.99962940183135
1095,-2.510897631813409
1096,-2.2407724483898286
1097,-2.6627509414153314
1098,-2.4353425902352224
1099,-2.2596871805251397
1100,-2.5856281011098754
1101,-2.512736972039434
1102,-1.8360867010668223
1103,-2.102030884486312
1104,-2.7288849838790163
1105,-0.1805805090313958
1106,-2.612111751384972
1107,-2.552359154518577
1108,-2.6880344175174753
1109,-2.453303596086301
1110,-2.494875007007322
1111,-2.5214617428039956
1112,-2.7893959195567612
1113,-2.5339954962943345
1114,-3.0813269553116345
1115,-2.609059563697652
1116,-1.8828897579883
1117,-3.0662390551496483
1118,-2.3212712788201397
1119,-2.662906620798722
1120,-2.3124842478401177
1121,-1.5848712144681503
1122,-2.4529500251715968
1123,-2.5296702194423877
1124,-2.0243976174145404
1125,-2.0866267858694165
1126,-1.4680758615817626
1127,-2.370399615912744
1128,-2.9979974712739725
1129,-2.59188383231926
1130,-2.251971398907289
1131,-2.7061199030996677
1132,-2.8055195974547
1133,-1.6627498434127737
1134,-2.3840352540988583
1135,-2.4666353173443962
1136,-2.3476231592714227
1137,-1.8168753215182945
1138,-1.962163089318361
1139,-2.378080116329654
1140,-2.6805186212574963
1141,-2.8164541105674457
1142,-1.325541318728545
1143,-2.3832015602613987
1144,-2.133167933521294
1145,-1.864426164997041
1146,-2.2807572412129313
1147,-2.5657862708900985
1148,-3.032626340070444
1149,-2.495078111719755
1150,-2.608330230836284
1151,-2.3086798170203147
1152,-1.9740123844351738
1153,-2.539323965468848
1154,-1.839272127600468
1155,-2.350047909917983
1156,-2.016254307479538
1157,-2.7124472750866477
1158,-1.6102460347848682
1159,-1.8534550588468752
1160,-3.2807070482331224
1161,-2.0278363191041398
1162,-2.2427584354251384
1163,-2.4516145920100265
1164,-2.526256275496048
1165,-2.222926388493886
1166,-2.1937075391837046
1167,-2.385242058487169
1168,-1.8747699036729382
1169,-1.5498301509745307
1170,-1.8360023044134612
1171,-2.632673472974942
1172,-2.025814651491377
1173,-2.275932336117834
1174,-1.9137835747179823
1175,-1.6255979912867282
1176,-2.270693899117156
1177,-2.1776395249952523
1178,-2.4508247093560995
1179,-1.5905923371685
1180,-2.374748927389141
1181,-1.9639833993360363
1182,-2.4239862213671395
1183,-2.7347137005726783
1184,-2.394920849447483
1185,-2.6692243784617773
1186,-2.1105080870606843
1187,-2.334857646763039
