,mean,sd
432,-5.9333096,1.3955065
433,-4.3832765,1.090895
434,-9.694176,2.1617548
435,-5.9893346,1.4035983
436,-5.905347,1.4497038
437,-6.875105,1.7118201
438,-5.6850476,1.6309371
439,-5.96833,1.521115
440,-5.625944,1.0576289
441,-4.824446,1.0126139
442,-4.072165,0.8570778
443,-5.1043224,1.1662601
444,-5.529486,1.3950175
445,-5.3051176,1.265607
446,-5.3879395,1.3387687
447,-5.456479,1.30207
448,-8.108055,2.0119247
449,-7.0968995,1.6349597
450,-6.613804,1.652789
451,-4.8906755,1.2923691
452,-6.9662232,1.7670149
453,-5.442209,1.3737336
454,-5.6156173,1.3594394
455,-3.3655584,0.6387747
456,-5.4824452,1.2114884
457,-4.9493346,1.3512332
458,-6.374423,1.3884556
459,-5.6506724,1.6790395
460,-4.5736485,1.0300865
461,-5.0411043,1.5430185
462,-5.977249,1.4677106
463,-10.2594595,2.462178
464,-5.190526,1.2328724
465,-3.8755665,0.84612375
466,-5.96652,1.6302503
467,-6.5734086,1.4120373
468,-5.533233,1.1947119
469,-5.8070574,1.4511971
470,-5.4491687,1.4823605
471,-5.3140883,1.4831865
472,-4.811586,1.291811
473,-5.932227,1.6561562
474,-6.1826506,1.453319
475,-6.09249,1.3840134
476,-6.2369885,1.4444938
477,-6.3049803,1.4999436
478,-5.1347466,1.2284311
479,-5.840412,1.4486171
480,-5.4990187,1.5223402
481,-5.426058,1.3116752
482,-4.956163,1.0321456
483,-4.215044,0.96672994
484,-6.3962865,1.6758199
485,-6.060693,1.4217299
486,-4.350608,0.89734215
487,-4.7120347,1.0658895
488,-5.5875196,1.158223
489,-6.3882575,1.9820998
490,-4.703073,1.0889467
491,-5.967638,1.4234664
492,-5.3043237,1.4394071
493,-4.9820137,1.035455
494,-6.9055157,1.6607765
495,-6.308809,1.3794122
496,-4.8392334,1.0739102
497,-5.7433805,1.2521993
498,-5.6117992,1.3175269
499,-4.4879036,1.1012914
500,-3.89735,0.7037215
501,-6.158441,1.3941675
502,-5.1905665,1.3128535
503,-5.6249495,1.3015739
504,-5.8286524,1.2909398
505,-5.776714,1.4102713
506,-5.3508215,1.2580001
507,-5.8978615,1.4264693
508,-5.3569155,1.2222306
509,-5.180106,1.3736112
510,-5.144647,1.1243215
511,-6.76507,1.5700583
512,-5.270198,1.2940229
513,-5.95723,1.346727
514,-5.4153676,1.3434471
515,-5.033345,1.433994
516,-5.473578,1.4470305
517,-6.2170243,1.374845
518,-6.886932,1.5743876
519,-5.8395386,1.7163147
520,-5.282214,1.4200488
521,-2.8999135,0.6048742
522,-4.161188,0.86590105
523,-5.711206,1.2585351
524,-6.263418,1.4964086
525,-5.641524,1.6029108
526,-12.023164,2.850207
527,-5.482347,1.2604301
528,-6.78968,1.6922051
529,-7.4813247,1.810325
530,-6.7042556,1.7528617
531,-6.0350127,1.5016993
532,-4.6018124,1.131687
533,-5.08617,1.2308347
534,-4.873528,1.3881011
535,-6.043031,1.6694266
536,-5.557354,1.3481253
537,-7.0321913,1.7561214
538,-6.4831986,1.5030683
539,-5.4493194,1.4029683
540,-6.1798124,1.4595829
541,-4.200313,0.8298439
542,-5.290884,1.4752045
543,-6.06839,1.3994936
544,-5.129382,1.1695303
545,-7.3627825,1.6238525
546,-6.479641,1.6296054
547,-6.753411,1.5817842
548,-5.2288194,1.3884358
549,-5.6726704,1.2710336
550,-4.297846,1.0270394
551,-4.7350044,1.0908699
552,-4.8504505,1.0247233
553,-5.8894787,1.3319988
554,-6.157713,1.4082073
555,-5.6007433,1.4149752
556,-6.344999,1.4046258
557,-7.1440945,1.6957252
558,-7.8961115,1.8030428
559,-6.633176,1.2959536
560,-4.139346,0.99062526
561,-7.4249573,1.4575777
562,-5.716098,1.378128
563,-6.8774657,1.471869
564,-6.1423926,1.3973763
565,-5.6125255,1.3376921
566,-4.571018,1.0020775
567,-5.140343,1.2826712
568,-5.0850244,1.3412627
569,-6.0896754,1.3226732
570,-4.184269,0.95220613
571,-6.054353,1.2419994
572,-5.851377,1.3149254
573,-5.6615443,1.3606607
574,-3.7881427,0.7927824
575,-4.1669416,0.844557
576,-6.411997,1.4447945
577,-5.602215,1.4130039
578,-6.487257,1.6253954
579,-5.15312,1.4418952
580,-6.141133,1.5031945
581,-8.634751,1.6174666
582,-6.3164215,1.6556389
583,-5.3329124,1.1750612
584,-5.927688,1.5097865
585,-5.1360655,1.2112775
586,-4.810416,1.4711403
587,-5.105299,1.0362573
588,-5.128955,1.1458687
589,-4.9233446,1.240067
590,-4.396173,0.776997
591,-9.972803,1.932051
592,-5.8130236,1.6055628
593,-4.309051,0.9813092
594,-4.962415,1.0976554
595,-5.8574734,1.2997817
596,-4.8754125,1.0283573
597,-5.8146057,1.4027388
598,-5.659385,1.6708355
599,-5.9648705,1.2372886
600,-4.465109,0.9799363
601,-6.0902977,1.4667581
602,-4.198064,0.936243
603,-6.0865965,1.3067623
604,-6.3993297,1.3520863
605,-6.274039,1.475001
606,-6.93025,1.5640599
607,-7.2404895,1.5222737
608,-5.518123,1.2167488
609,-5.159018,1.0948269
610,-5.707097,1.4443191
611,-5.8032722,1.2709779
612,-4.9501557,1.2288865
613,-4.6043468,1.0151682
614,-4.11083,0.8800527
615,-4.593541,0.8914284
616,-4.651758,1.0295614
617,-4.3017898,0.95449555
618,-7.0493574,1.5820433
619,-6.287606,1.3456314
620,-6.474057,1.5633892
621,-6.0928082,1.4110938
622,-4.4363475,0.94521445
623,-6.0648217,1.3829424
624,-5.4813805,1.3076599
625,-5.682974,1.3854297
626,-4.7504487,1.3649013
627,-5.066155,1.3453354
628,-7.8616486,1.6890577
629,-6.694497,1.644956
630,-6.776108,1.6760544
631,-6.580728,1.5968506
632,-5.739371,1.2546052
633,-6.6131744,1.3951973
634,-6.2780504,1.3805075
635,-5.3752832,1.1556419
636,-5.6829243,1.404474
637,-5.6127086,1.4499769
638,-6.0799546,1.5343513
639,-6.0202575,1.5931139
640,-5.9351015,1.5234554
641,-6.0921435,1.6009895
642,-4.453156,0.9638596
643,-6.108645,1.3191527
644,-5.2773714,1.3427459
645,-7.9909306,1.7084546
646,-6.7194624,1.731092
647,-5.8395033,1.5969956
648,-6.0598965,1.6584436
649,-5.5731726,1.3940088
650,-4.7379565,1.0249254
651,-5.850756,1.5893123
652,-5.710756,1.4867833
653,-6.6547837,1.5657037
654,-5.4671936,1.3440603
655,-4.936383,1.1381356
656,-5.08318,1.3787968
657,-6.1718388,1.4378943
658,-7.779956,1.7104794
659,0.014372571,0.73627245
660,-5.3475122,1.1649064
661,-8.880912,1.8978938
662,-6.7439747,1.4800092
663,-6.075148,1.4566039
664,-3.9116864,0.86379933
665,-6.380728,1.4432462
666,-5.6010365,1.0673187
667,-6.789679,1.627591
668,-3.7401376,0.7043047
669,-5.5693455,1.2596089
670,-5.690942,1.3945425
671,-6.3202443,1.2801135
672,-7.5988536,1.6292285
673,-6.311183,1.6238052
674,-6.007218,1.4051249
675,-6.965933,1.9248557
676,-6.9821553,1.7144173
677,-6.3042965,1.6698653
678,-4.283548,1.0425041
679,-5.671395,1.400065
680,-5.4928737,1.4983469
681,-5.6850905,1.446511
682,-3.9749274,0.8579656
683,-4.977938,1.2373574
684,-6.025245,1.2767395
685,-5.395028,1.1011349
686,-5.7487993,1.214671
687,-5.813148,1.2075602
688,-5.930049,1.3608296
689,-5.4256544,1.2207738
690,-6.1625404,1.3921245
691,-6.435966,1.7498672
692,-4.540384,1.0857669
693,-5.3823,1.2530967
694,-4.859352,1.0514979
695,-9.196626,2.1393793
696,-5.4849076,1.3743888
697,-4.0407233,0.8395172
698,0.27835676,2.5016851
699,-5.3312473,1.315381
700,-5.139395,1.3012009
701,-6.9162045,1.4695915
702,-6.0138535,1.4937395
703,-5.8679786,1.4034877
704,-5.3394637,1.3100947
705,-5.7492256,1.469334
706,-5.379458,1.3538171
707,-6.036541,1.3418988
708,-5.9936137,1.5727912
709,-6.0706935,1.5345432
710,-7.336622,1.5917267
711,-5.705481,1.3670223
712,-4.185572,1.0026205
713,-5.6688476,1.565545
714,-6.3083034,1.5754753
715,-9.309729,2.1949809
716,-4.683664,1.2948261
717,-5.4023237,1.4333918
718,-6.869302,1.530244
719,-3.6663952,0.9506458
720,-4.4968114,1.0297116
721,-5.026686,1.1573857
722,-8.231838,1.9744314
723,-5.9342303,1.3285955
724,-5.149425,1.1833248
725,-5.470043,1.520193
726,-5.630753,1.2965052
727,-4.890313,0.9525654
728,-5.296549,1.0816839
729,-4.744507,1.0712391
730,-5.3160987,1.3087999
731,-6.107662,1.5730919
732,-6.0186048,1.6110854
733,-5.596919,1.4636503
734,-6.4958606,1.645474
735,-6.0624366,1.4476558
736,-4.6110334,0.9901956
737,-6.446863,1.5969646
738,-6.237116,1.3173734
739,-5.429071,1.2573113
740,-6.611278,1.5606009
741,-6.1510615,1.6187372
742,-6.053883,1.3518934
743,-5.934034,1.3982067
744,-6.203816,1.6036537
745,-4.963924,1.2731527
746,-4.6584992,1.1592938
747,-5.9974694,1.278304
748,-3.9580336,0.81092316
749,-6.19004,1.5239582
750,-5.0384517,1.2366647
751,-4.7038026,0.994497
752,-3.5107539,0.70854396
753,-10.280321,2.16394
754,-5.1509013,1.4482412
755,-7.130825,1.4522592
756,-4.5836296,1.205368
757,-3.9620068,0.81432265
758,-5.147865,1.1975003
759,-6.8145847,1.5195026
760,-6.252252,1.5026681
761,0.03043143,0.5892196
762,-3.5495527,0.7630565
763,-4.770868,1.0629783
764,-6.1018767,1.4631277
765,-5.5518823,1.3951823
766,-4.9061627,1.4004414
767,-5.850532,1.3241898
768,-6.8150234,1.4187654
769,-4.9744625,1.4497108
770,-5.3367214,1.404846
771,-6.4438586,1.5541413
772,-8.140415,1.8312715
773,-5.5365725,1.2119251
774,-8.294982,1.9134438
775,-4.1485276,0.90321344
776,-3.8163252,1.0033882
777,-5.39599,1.082457
778,-7.1825867,1.4261507
779,-3.1468408,0.624947
780,-6.272127,1.5488439
781,-6.2788105,1.5187069
782,-6.8367968,1.5997616
783,-4.57905,1.3007555
784,-5.6556187,1.3369579
785,-6.998193,1.4508445
786,-6.6412563,1.5781841
787,-4.686545,1.2848219
788,-0.46643075,1.6167669
789,-5.2540236,1.1812553
790,0.9342775,2.3239577
791,-4.5721083,0.9888545
792,-6.048059,1.5448455
793,-5.8847475,1.2207232
794,-5.2292614,1.5317242
795,-6.0595436,1.6700069
796,-5.375563,1.235004
797,-6.8426867,1.6775581
798,-6.6076746,1.5827013
799,-5.5486183,1.7629448
800,-5.5665636,1.391071
801,-5.3564634,1.3742152
802,-6.3035,1.5075823
803,-5.2721496,1.2813047
804,-5.613166,1.3214864
805,-5.4372187,1.3254173
806,-5.733292,1.5041424
807,-4.947138,1.2424989
808,-5.578989,1.2639638
809,-4.785051,1.0511566
810,-4.5015235,1.1332815
811,-6.195967,1.5192757
812,-5.0316525,1.2615192
813,-5.489214,1.2565947
814,-6.6379576,1.7221574
815,-5.7352343,1.4519935
816,-3.989712,0.9173409
817,-6.6940694,1.3768235
818,-5.9665246,1.3375152
819,-6.5445337,1.7550814
820,-5.4847045,1.5643114
821,-6.694868,1.6284066
822,-5.5809865,1.3382106
823,-6.2824354,1.4836556
824,-7.4065723,1.7102662
825,-6.3517494,1.5245636
826,-4.366018,1.2547292
827,-5.6658044,1.2916843
828,-5.444487,1.2124546
829,-5.4821763,1.3793526
830,-5.229054,1.2451044
831,-5.6273174,1.2319486
832,-4.523143,0.9102553
833,-5.0725117,1.2502807
834,-5.924972,1.5789425
835,-6.869457,1.6551467
836,-8.000372,1.9753008
837,-3.2921119,0.7328051
838,-5.0459943,1.0960056
839,-5.409006,1.6214083
840,-5.6585903,1.4747843
841,-6.638556,1.4199835
842,-5.39977,1.444608
843,-5.242552,1.0997393
844,-5.2335253,1.1121384
845,-4.9379783,1.034059
846,-3.6812904,0.6774336
847,-6.1142116,1.3393967
848,-4.019559,0.8834448
849,-4.665781,1.0226693
850,-4.214212,0.79635644
851,-6.04643,1.3740469
852,-6.7595243,1.5404421
853,-4.768774,1.2770519
854,-5.7434864,1.1588053
855,-4.361176,0.86347866
856,-6.486418,1.5426953
857,-5.7358317,1.3764051
858,-7.922412,1.8597548
859,-5.3021626,1.1495565
860,-6.1094074,1.4932613
861,-6.3300495,1.656976
862,-5.9801335,1.394454
863,-4.1042805,0.86162746
864,-6.192666,1.2646948
865,-5.4688478,1.3771851
866,-5.0940137,1.1806961
867,-5.8015904,1.2569171
868,-4.6486454,0.996866
869,-4.346848,0.9837084
870,-6.485159,1.5161979
871,-5.7733436,1.5427574
872,-5.565742,1.6656716
873,-0.8617594,2.1168709
874,-4.116132,0.9010532
875,-6.1062975,1.2839422
876,-5.6775303,1.5372092
877,-5.7845073,1.6867309
878,-4.4736977,0.80485815
879,-5.3804417,1.6322514
880,-5.9624805,1.3162899
881,-5.4426994,1.272297
882,-5.0824184,1.3323199
883,-4.15474,0.82027346
884,-4.983876,1.0649931
885,-6.102245,1.4768544
886,-5.8243303,1.2642964
887,-4.744943,1.3233095
888,-10.108852,2.0679796
889,-5.6546607,1.3988935
890,-5.6445866,1.1575532
891,-6.0583653,1.2713954
892,-5.603718,1.7764754
893,-5.756973,1.3025688
894,-4.762655,1.1316313
895,-6.447392,1.5896062
896,-5.984447,1.2723541
897,-5.693494,1.1123
898,-5.6222777,1.2402807
899,-6.6808553,1.5020931
900,-5.761799,1.5145012
901,-5.9725623,1.4704378
902,-5.367276,1.2308308
903,-5.017646,1.2591945
904,-4.528105,0.9322921
905,-6.996496,1.6788328
906,-6.4846206,1.5616937
907,-5.9614506,1.4239447
908,-3.926666,0.7805801
909,-3.6445498,0.74036884
910,-6.530609,1.9431916
911,-7.775582,1.6225692
912,-6.6158643,1.5844051
913,-6.022755,1.28184
914,-5.38078,1.2481333
915,-5.823264,1.51901
916,-5.9646144,1.3707354
917,-6.0625257,1.3500555
918,-6.289136,1.3466762
919,-4.8862324,1.2899309
920,-6.4460754,1.6533704
921,-4.88476,1.1516033
922,-6.3718104,1.7129973
923,-4.421316,0.9067377
924,-5.2320433,1.3593961
925,-5.152004,1.2784208
926,-6.288374,1.7449542
927,-5.206969,1.1482801
928,-6.2428412,1.6335088
929,-7.489517,1.5704467
930,-4.756246,1.1319027
931,-5.184612,1.1949464
932,-5.7069488,1.2464316
933,-5.3998156,1.4767964
934,-6.341465,1.347144
935,-5.9724126,1.5133556
936,0.5134895,1.3557138
937,-5.684609,1.3297923
938,-6.6693897,1.5138906
939,-7.0831227,1.7838749
940,-8.541116,2.2258415
941,-5.9260945,1.6154774
942,-5.3668323,1.180618
943,-5.9665313,1.3779333
944,-5.1710386,1.1247958
945,-5.985133,1.5018353
946,-5.7544007,1.2940533
947,-6.5549536,1.3993307
948,-5.8672805,1.4559715
949,-4.109885,1.033831
950,-7.571449,1.8724086
951,-5.808335,1.2869235
952,-5.8862486,1.3532175
953,-12.11767,2.7547393
954,-5.305979,1.1820097
955,-5.9513326,1.3916482
956,-5.574452,1.4833717
957,-6.569985,1.6136965
958,-5.416066,1.3461072
959,-6.6317163,1.4299612
960,-3.6091027,0.83268577
961,-6.1374707,1.3530524
962,-5.731731,1.5052017
963,-6.5814624,1.5533439
964,-5.1393666,1.0404538
965,-5.0654902,1.0081291
966,-5.785032,1.2998447
967,-5.830615,1.2928452
968,-3.7959137,0.87458855
