,cohens_d
476,-1.4120180765588508
477,-1.4452576956505105
478,-1.739146330608748
479,-1.1976221252607926
480,-1.5780263251611333
481,-1.8520424884540743
482,-1.6734479109822717
483,0.2770554123491599
484,-2.105894568103586
485,-1.0971122891163942
486,-0.9868659399193401
487,-1.3714940684343664
488,-1.30663498099359
489,-1.6239244995119835
490,-1.4204839482220035
491,-1.6731513731360836
492,-1.8530714350772208
493,-1.6989987568244016
494,-1.0437737888233303
495,-1.7193890998808545
496,-1.7925279653730963
497,0.4104940628618109
498,-1.8278117296934513
499,-1.2815549326516182
500,-1.50174204322
501,0.13242457547531794
502,-0.6230222501821288
503,-1.5645838140990027
504,-1.8547274506949927
505,-1.2367124276625505
506,-1.792123451760684
507,-1.1862361127830099
508,-1.115191045782704
509,-1.469817259752215
510,-1.4145328678060793
511,-1.2676964000021937
512,-1.5548700592722828
513,-1.4218488333800627
514,0.3771675611141195
515,0.5118146566745122
516,-1.6464285829454859
517,-0.4524006122099054
518,-1.0727133788173955
519,-1.5445417598171047
520,-0.9531596307568346
521,-1.5759723705783941
522,-1.914762124725134
523,-0.605272203707654
524,0.39080978760327334
525,-0.25847350937117697
526,-1.5345924145623648
527,0.22812189189693102
528,-1.8776554228454732
529,-1.5142675885984
530,-1.4051193513476452
531,0.943171537151628
532,-1.4165885631066129
533,-1.4909054692557182
534,-1.5265462595832255
535,-1.1620646947319444
536,-1.5468007637848473
537,-0.6754871503152328
538,-1.3759270438897817
539,-1.8096292337270288
540,-0.9580799009884108
541,-1.0814369247592295
542,-1.4776978633904743
543,-0.9035405447286343
544,-1.0360482990125357
545,-1.3633591744930738
546,-1.546888268684797
547,-1.541761932331997
548,-1.478427283659859
549,-1.3120931734189163
550,-1.1876689005351893
551,-1.4073666680574524
552,-1.76372586630584
553,-1.6977708661525976
554,-1.5143328139687204
555,-1.367338220900024
556,-1.9316670818023065
557,-1.9354716651805686
558,-2.138147517194545
559,-0.25537171876921166
560,-1.5018170468068066
561,-0.4455813882022716
562,-1.8024770660038871
563,-1.0472979452551736
564,-0.9318698775328034
565,-1.0674680169507331
566,-1.527598988066888
567,-0.7978384418549933
568,-1.5633194120196885
569,-1.5252684522671265
570,-1.2279982760159993
571,-1.3573356707098836
572,-1.1786861935297794
573,-1.5289971313479915
574,-1.552670021058271
575,-1.651478475919592
576,-1.3004642122833445
577,-1.3899244969407427
578,-0.8913311242054475
579,0.3693967063900015
580,0.8561279305675292
581,-1.2780920151347428
582,-1.572985009357687
583,-1.2910818841614553
584,-1.2095778392742584
585,-1.4477997873671042
586,-1.522705879151834
587,-1.9511578405595944
588,-1.7142402859101213
589,-1.6424717522777217
590,-1.4746724119147132
591,-0.7590586735437997
592,-1.1046409126609409
593,-1.4563648058216039
594,0.10723083572508003
595,-1.6306225355880508
596,-0.15509691480008223
597,-1.8018708497411793
598,1.003252598094149
599,-1.9095606374794822
600,-1.6595230243162926
601,-1.470324787094718
602,-1.2848529720403143
603,-1.6050158906143348
604,-1.791007087580081
605,-1.5731087386803175
606,-0.921106745699555
607,-1.0547551381715696
608,-1.4931213580827347
609,-1.3894734257412327
610,-1.0711904306927862
611,-1.2900840854284852
612,-1.3421989471964337
613,-0.23828457617197862
614,-1.7216568176870626
615,-1.2748870964238865
616,-1.702943326438589
617,-1.5723126785577768
618,-1.4139054225324506
619,-2.2531642436928503
