neuron,cohens_d
1267,-0.585487
1268,-2.0224342
1269,-0.49782342
1270,-1.8668184
1271,-0.6767
1272,-2.2168977
1273,-0.7034959
1274,-2.1390228
1275,-0.608027
1276,-1.7225138
1277,-0.4818316
1278,-1.7329125
1279,-1.3929356
1280,-0.72506106
1281,-0.4434135
1282,-1.8384948
1283,-1.4164478
1284,-1.8546677
1285,-0.83716094
1286,-1.9598204
1287,-1.5791378
1288,-0.34641078
1289,-1.6969889
1290,-0.7388919
1291,-1.938271
1292,-1.9316014
1293,-2.219485
1294,-0.6979776
1295,-1.0157969
1296,-2.1057212
1297,-0.23542993
1298,-1.240304
1299,-0.3968225
1300,-0.3237101
1301,-0.66256523
1302,-1.3061309
1303,0.37634146
1304,-1.465987
1305,-1.4591749
1306,-2.108103
1307,-1.2183508
1308,-1.7768347
1309,-1.7149789
1310,-0.57149774
1311,-1.6581174
1312,-1.6592894
1313,-1.6906604
1314,-1.098135
1315,-1.2467607
1316,-2.0846379
1317,-2.03685
1318,-1.6376476
1319,-1.7595812
1320,-2.1368916
1321,-2.535179
1322,-1.4345832
1323,-1.3994517
1324,-2.0682461
1325,-1.3843639
1326,-2.084404
1327,0.10685951
1328,-0.29021534
1329,-1.7245678
1330,-1.282613
1331,-2.1664772
1332,-0.26730925
1333,-1.6790625
1334,-2.20283
1335,-1.7002876
1336,-0.79525614
1337,-0.9617664
1338,-2.046458
1339,-2.0127935
1340,-2.0302804
1341,-1.5823469
1342,0.26479754
1343,-1.702943
1344,-1.6173927
1345,-1.4285998
1346,-1.9768423
1347,-1.4114841
1348,-0.35638216
1349,-1.8514929
1350,-1.1928765
1351,-2.319329
1352,-0.976895
1353,-0.90497315
1354,-1.2193741
1355,-0.55038005
1356,-2.4196956
1357,-0.2885145
1358,-1.1987389
1359,-1.198121
1360,-1.0901152
1361,-1.7528836
1362,-0.31676275
1363,0.4082115
1364,-1.671864
1365,-1.8736339
1366,-0.2125066
1367,0.17879179
1368,-1.5557765
1369,-1.9534303
1370,-1.5704329
1371,-1.9941875
1372,-1.0366296
1373,-0.059850264
1374,-1.0762563
1375,-2.0379467
1376,-0.81821555
1377,-1.1075668
1378,0.5131265
1379,-1.6471536
1380,-0.74280363
1381,-2.0670102
1382,-1.509349
1383,0.19497478
1384,0.56420493
1385,-1.1315168
1386,-1.5942606
1387,-0.7461767
1388,-2.1422179
1389,-0.91585726
1390,-1.5701246
1391,-1.2580544
1392,-0.23080912
1393,-1.9996247
1394,-1.5573992
1395,-1.2896082
1396,-2.013773
1397,-1.0014423
1398,-0.5880045
1399,-1.296848
1400,-1.2090453
1401,-1.5162507
1402,-1.4281824
1403,-1.0034384
1404,-1.9756956
1405,-0.43582076
1406,-1.5621287
1407,-0.13566935
1408,-0.5823225
1409,-0.7871815
1410,-0.25564924
1411,0.013323143
1412,-1.9595027
1413,-1.6727701
1414,-2.02545
1415,0.10372371
1416,-2.1723568
1417,-0.5477795
1418,0.11370719
1419,-1.924421
1420,-1.1001067
1421,-0.07794995
1422,-2.1837313
1423,-0.5302901
