neuron_id,activation_count
0,0.0
1,11796.0
2,0.0
3,2709.0
4,6281.0
5,0.0
6,0.0
7,0.0
8,19701.0
9,5638.0
10,0.0
11,8119.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,16262.0
19,0.0
20,0.0
21,21646.0
22,0.0
23,24171.0
24,345.0
25,0.0
26,0.0
27,2963.0
28,950.0
29,0.0
30,25071.0
31,30246.0
32,0.0
33,0.0
34,0.0
35,0.0
36,4061.0
37,0.0
38,0.0
39,5357.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,17581.0
47,1942.0
48,0.0
49,999.0
50,0.0
51,20326.0
52,0.0
53,968.0
54,0.0
55,0.0
56,0.0
57,0.0
58,19246.0
59,0.0
60,1622.0
61,35212.0
62,0.0
63,1056.0
64,0.0
65,0.0
66,0.0
67,4410.0
68,0.0
69,10224.0
70,0.0
71,0.0
72,21501.0
73,14839.0
74,8617.0
75,0.0
76,6326.0
77,0.0
78,1827.0
79,0.0
80,0.0
81,16126.0
82,31265.0
83,9322.0
84,0.0
85,0.0
86,116.0
87,12113.0
88,0.0
89,19631.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,83278.0
99,0.0
100,0.0
101,5638.0
102,0.0
103,0.0
104,0.0
105,0.0
106,2655.0
107,8824.0
108,0.0
109,31331.0
110,0.0
111,0.0
112,0.0
113,0.0
114,2593.0
115,0.0
116,4518.0
117,2633.0
118,21196.0
119,2713.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,297.0
127,0.0
128,18597.0
129,10101.0
130,0.0
131,2815.0
132,1819.0
133,0.0
134,32.0
135,0.0
136,26783.0
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,13782.0
143,1814.0
144,1701.0
145,833.0
146,0.0
147,287.0
148,0.0
149,0.0
150,0.0
151,24.0
152,0.0
153,0.0
154,0.0
155,0.0
156,883.0
157,8799.0
158,0.0
159,0.0
160,5662.0
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,1842.0
168,0.0
169,0.0
170,0.0
171,0.0
172,38987.0
173,14461.0
174,0.0
175,0.0
176,0.0
177,8025.0
178,15968.0
179,18614.0
180,0.0
181,1458.0
182,2720.0
183,0.0
184,0.0
185,36702.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,12591.0
192,0.0
193,0.0
194,0.0
195,0.0
196,61.0
197,58022.0
198,0.0
199,0.0
200,0.0
201,0.0
202,9081.0
203,70.0
204,0.0
205,3075.0
206,14821.0
207,0.0
208,0.0
209,152.0
210,0.0
211,6924.0
212,16095.0
213,2857.0
214,0.0
215,0.0
216,0.0
217,15512.0
218,0.0
219,0.0
220,0.0
221,14633.0
222,0.0
223,0.0
224,0.0
225,6221.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,10111.0
233,2996.0
234,0.0
235,573.0
236,0.0
237,0.0
238,0.0
239,28305.0
240,21028.0
241,36913.0
242,11858.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.0
248,2633.0
249,22102.0
250,0.0
251,32371.0
252,0.0
253,13848.0
254,0.0
255,0.0
256,0.0
257,0.0
258,0.0
259,32495.0
260,53.0
261,0.0
262,0.0
263,104.0
264,6302.0
265,501.0
266,12922.0
267,0.0
268,0.0
269,0.0
270,0.0
271,16251.0
272,0.0
273,0.0
274,203.0
275,20667.0
276,0.0
277,3470.0
278,0.0
279,1021.0
280,13839.0
281,0.0
282,0.0
283,0.0
284,298.0
285,0.0
286,0.0
287,0.0
288,30721.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,30452.0
295,0.0
296,0.0
297,0.0
298,0.0
299,255.0
300,5471.0
301,536.0
302,77470.0
303,0.0
304,0.0
305,4458.0
306,4987.0
307,288.0
308,0.0
309,0.0
310,7230.0
311,4557.0
312,9598.0
313,5699.0
314,0.0
315,1014.0
316,6893.0
317,0.0
318,15327.0
319,10730.0
320,0.0
321,0.0
322,3344.0
323,6912.0
324,0.0
325,0.0
326,0.0
327,14168.0
328,55579.0
329,0.0
330,0.0
331,0.0
332,0.0
333,354.0
334,8622.0
335,0.0
336,1987.0
337,0.0
338,47.0
339,8898.0
340,0.0
341,10321.0
342,0.0
343,0.0
344,0.0
345,0.0
346,0.0
347,1484.0
348,0.0
349,0.0
350,0.0
351,0.0
352,0.0
353,0.0
354,0.0
355,0.0
356,0.0
357,7234.0
358,3019.0
359,1104.0
360,0.0
361,0.0
362,0.0
363,0.0
364,1120.0
365,0.0
366,18796.0
367,0.0
368,0.0
369,0.0
370,0.0
371,3821.0
372,0.0
373,25885.0
374,0.0
375,0.0
376,0.0
377,22634.0
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
383,13986.0
384,0.0
385,111.0
386,0.0
387,0.0
388,4164.0
389,0.0
390,0.0
391,0.0
392,0.0
393,0.0
394,0.0
395,0.0
396,0.0
397,3089.0
398,0.0
399,0.0
400,670.0
401,0.0
402,0.0
403,6161.0
404,0.0
405,0.0
406,4560.0
407,4470.0
408,0.0
409,6136.0
410,0.0
411,11115.0
412,0.0
413,0.0
414,4366.0
415,0.0
416,1147.0
417,17.0
418,11392.0
419,0.0
420,0.0
421,0.0
422,0.0
423,3508.0
424,37369.0
425,0.0
426,0.0
427,0.0
428,24713.0
429,0.0
430,3949.0
431,0.0
432,1109.0
433,0.0
434,0.0
435,0.0
436,0.0
437,15211.0
438,0.0
439,0.0
440,1986.0
441,2465.0
442,9955.0
443,407.0
444,0.0
445,0.0
446,0.0
447,0.0
448,0.0
449,243.0
450,11097.0
451,7908.0
452,58991.0
453,0.0
454,1238.0
455,10161.0
456,0.0
457,0.0
458,8956.0
459,0.0
460,0.0
461,2630.0
462,0.0
463,263.0
464,6912.0
465,0.0
466,14879.0
467,0.0
468,0.0
469,0.0
470,0.0
471,5443.0
472,5554.0
473,4303.0
474,0.0
475,0.0
476,0.0
477,0.0
478,3089.0
479,0.0
480,0.0
481,18322.0
482,6936.0
483,0.0
484,9981.0
485,12716.0
486,0.0
487,0.0
488,15363.0
489,0.0
490,0.0
491,8576.0
492,22560.0
493,157.0
494,0.0
495,0.0
496,5328.0
497,0.0
498,16290.0
499,0.0
500,0.0
501,0.0
502,0.0
503,0.0
504,4077.0
505,287690.0
506,0.0
507,0.0
508,0.0
509,3500.0
510,0.0
511,19283.0
512,26.0
513,595.0
514,0.0
515,0.0
516,0.0
517,0.0
518,1699.0
519,0.0
520,0.0
521,36250.0
522,0.0
523,0.0
524,0.0
525,0.0
526,47.0
527,54558.0
528,5037.0
529,0.0
530,25744.0
531,2715.0
532,0.0
533,0.0
534,0.0
535,0.0
536,0.0
537,2066.0
538,0.0
539,12751.0
540,30806.0
541,907.0
542,0.0
543,0.0
544,37570.0
545,0.0
546,0.0
547,653.0
548,0.0
549,62993.0
550,24333.0
551,41556.0
552,0.0
553,7616.0
554,0.0
555,8.0
556,0.0
557,0.0
558,4630.0
559,3.0
560,0.0
561,5694.0
562,0.0
563,0.0
564,25307.0
565,6969.0
566,116.0
567,926.0
568,0.0
569,0.0
570,0.0
571,7991.0
572,0.0
573,0.0
574,530.0
575,39036.0
576,3477.0
577,5.0
578,815.0
579,0.0
580,0.0
581,0.0
582,12781.0
583,0.0
584,0.0
585,0.0
586,0.0
587,0.0
588,0.0
589,30689.0
590,2576.0
591,48322.0
592,0.0
593,10872.0
594,0.0
595,0.0
596,0.0
597,0.0
598,0.0
599,0.0
600,10702.0
601,0.0
602,0.0
603,14066.0
604,0.0
605,3928.0
606,0.0
607,0.0
608,0.0
609,0.0
610,0.0
611,0.0
612,676.0
613,0.0
614,11252.0
615,0.0
616,36969.0
617,0.0
618,0.0
619,19823.0
620,0.0
621,44889.0
622,0.0
623,0.0
624,0.0
625,2767.0
626,0.0
627,0.0
628,0.0
629,8264.0
630,0.0
631,0.0
632,0.0
633,0.0
634,6585.0
635,3001.0
636,0.0
637,0.0
638,0.0
639,21571.0
640,1850.0
641,18292.0
642,0.0
643,0.0
644,13.0
645,0.0
646,0.0
647,7411.0
648,0.0
649,6161.0
650,11153.0
651,0.0
652,0.0
653,0.0
654,0.0
655,0.0
656,0.0
657,9254.0
658,0.0
659,0.0
660,0.0
661,0.0
662,0.0
663,0.0
664,0.0
665,5608.0
666,0.0
667,102.0
668,10283.0
669,6620.0
670,0.0
671,2839.0
672,0.0
673,39205.0
674,0.0
675,0.0
676,0.0
677,21376.0
678,0.0
679,0.0
680,0.0
681,0.0
682,17002.0
683,11193.0
684,28810.0
685,0.0
686,8916.0
687,0.0
688,7134.0
689,0.0
690,1166.0
691,0.0
692,0.0
693,79494.0
694,746.0
695,0.0
696,0.0
697,687.0
698,0.0
699,0.0
700,5423.0
701,16909.0
702,4550.0
703,0.0
704,34.0
705,0.0
706,13.0
707,14295.0
708,0.0
709,10713.0
710,13241.0
711,0.0
712,0.0
713,43575.0
714,516.0
715,25414.0
716,16430.0
717,0.0
718,0.0
719,0.0
720,0.0
721,18112.0
722,0.0
723,0.0
724,13540.0
725,6388.0
726,0.0
727,560.0
728,613.0
729,939.0
730,3465.0
731,9291.0
732,0.0
733,6081.0
734,0.0
735,0.0
736,0.0
737,0.0
738,1715.0
739,10982.0
740,9815.0
741,0.0
742,36346.0
743,4435.0
744,0.0
745,19185.0
746,0.0
747,26505.0
748,0.0
749,12333.0
750,0.0
751,0.0
752,1749.0
753,485.0
754,3208.0
755,0.0
756,0.0
757,0.0
758,53.0
759,5731.0
760,4778.0
761,0.0
762,12491.0
763,0.0
764,22641.0
765,0.0
766,0.0
767,2704.0
768,0.0
769,0.0
770,0.0
771,15224.0
772,0.0
773,0.0
774,0.0
775,166.0
776,52.0
777,0.0
778,0.0
779,0.0
780,11054.0
781,15850.0
782,6603.0
783,0.0
784,0.0
785,0.0
786,10721.0
787,4369.0
788,0.0
789,7411.0
790,0.0
791,2205.0
792,0.0
793,40863.0
794,0.0
795,0.0
796,0.0
797,39.0
798,0.0
799,2.0
800,14081.0
801,0.0
802,0.0
803,0.0
804,16708.0
805,10106.0
806,37824.0
807,0.0
808,0.0
809,0.0
810,0.0
811,0.0
812,0.0
813,30572.0
814,0.0
815,0.0
816,0.0
817,7.0
818,0.0
819,27608.0
820,12609.0
821,21843.0
822,0.0
823,0.0
824,16404.0
825,0.0
826,9066.0
827,7498.0
828,0.0
829,7141.0
830,0.0
831,0.0
832,0.0
833,0.0
834,0.0
835,0.0
836,4685.0
837,0.0
838,0.0
839,0.0
840,0.0
841,470.0
842,0.0
843,0.0
844,0.0
845,40102.0
846,0.0
847,38505.0
848,0.0
849,5.0
850,0.0
851,0.0
852,0.0
853,0.0
854,6264.0
855,96.0
856,0.0
857,0.0
858,0.0
859,4381.0
860,0.0
861,0.0
862,24754.0
863,0.0
864,29536.0
865,0.0
866,0.0
867,0.0
868,25015.0
869,0.0
870,8801.0
871,0.0
872,7489.0
873,0.0
874,10241.0
875,0.0
876,0.0
877,0.0
878,0.0
879,41897.0
880,35591.0
881,2047.0
882,0.0
883,46002.0
884,0.0
885,51.0
886,15278.0
887,0.0
888,0.0
889,0.0
890,4422.0
891,22309.0
892,0.0
893,10553.0
894,0.0
895,0.0
896,1614.0
897,293.0
898,38434.0
899,0.0
900,0.0
901,0.0
902,1797.0
903,0.0
904,0.0
905,8491.0
906,0.0
907,2244.0
908,0.0
909,0.0
910,0.0
911,0.0
912,0.0
913,0.0
914,0.0
915,13814.0
916,14211.0
917,0.0
918,0.0
919,0.0
920,15387.0
921,0.0
922,0.0
923,0.0
924,4466.0
925,1564.0
926,21291.0
927,8497.0
928,0.0
929,0.0
930,0.0
931,0.0
932,36.0
933,0.0
934,0.0
935,4899.0
936,1594.0
937,5963.0
938,2253.0
939,0.0
940,21618.0
941,0.0
942,0.0
943,0.0
944,32909.0
945,0.0
946,0.0
947,0.0
948,0.0
949,6002.0
950,782.0
951,0.0
952,0.0
953,1335.0
954,2716.0
955,0.0
956,0.0
957,517.0
958,0.0
959,0.0
960,0.0
961,0.0
962,440.0
963,0.0
964,6573.0
965,11764.0
966,0.0
967,4006.0
968,2.0
969,0.0
970,1870.0
971,2627.0
972,0.0
973,0.0
974,0.0
975,10046.0
976,7323.0
977,0.0
978,0.0
979,26276.0
980,0.0
981,779.0
982,26398.0
983,10776.0
984,0.0
985,3632.0
986,0.0
987,0.0
988,0.0
989,7919.0
990,1635.0
991,2820.0
992,30889.0
993,3556.0
994,0.0
995,29448.0
996,0.0
997,0.0
998,0.0
999,3318.0
1000,69956.0
1001,0.0
1002,0.0
1003,24166.0
1004,0.0
1005,0.0
1006,0.0
1007,2693.0
1008,19.0
1009,0.0
1010,0.0
1011,1139.0
1012,0.0
1013,1741.0
1014,13597.0
1015,0.0
1016,0.0
1017,2286.0
1018,2887.0
1019,647.0
1020,1489.0
1021,0.0
1022,6137.0
1023,19047.0
1024,0.0
1025,0.0
1026,0.0
1027,0.0
1028,0.0
1029,63540.0
1030,0.0
1031,0.0
1032,7588.0
1033,12458.0
1034,37.0
1035,1061.0
1036,77689.0
1037,85597.0
1038,0.0
1039,0.0
1040,0.0
1041,0.0
1042,0.0
1043,28095.0
1044,1383.0
1045,0.0
1046,0.0
1047,0.0
1048,2839.0
1049,0.0
1050,1521.0
1051,13521.0
1052,707.0
1053,0.0
1054,0.0
1055,34552.0
1056,0.0
1057,1289.0
1058,8492.0
1059,0.0
1060,20290.0
1061,0.0
1062,0.0
1063,0.0
1064,2154.0
1065,0.0
1066,0.0
1067,0.0
1068,14357.0
1069,45750.0
1070,0.0
1071,85975.0
1072,0.0
1073,20280.0
1074,0.0
1075,0.0
1076,4136.0
1077,19520.0
1078,402.0
1079,0.0
1080,30181.0
1081,0.0
1082,2865.0
1083,0.0
1084,8579.0
1085,700.0
1086,10562.0
1087,0.0
1088,0.0
1089,0.0
1090,21143.0
1091,15283.0
1092,178409.0
1093,2922.0
1094,0.0
1095,0.0
1096,0.0
1097,446.0
1098,4205.0
1099,3667.0
1100,59047.0
1101,110.0
1102,0.0
1103,0.0
1104,8524.0
1105,0.0
1106,0.0
1107,191.0
1108,25672.0
1109,0.0
1110,0.0
1111,0.0
1112,2002.0
1113,0.0
1114,0.0
1115,0.0
1116,0.0
1117,5567.0
1118,0.0
1119,0.0
