neuron,cohens_d
0,0.5932139754295349
1,0.361406534910202
2,0.3122638761997223
3,0.663729190826416
4,0.33829596638679504
5,0.30635732412338257
6,0.011212616227567196
7,0.2170175015926361
8,0.19209595024585724
9,0.3076932728290558
10,0.9860650897026062
11,-0.0764259621500969
12,0.24490198493003845
13,0.20686382055282593
14,0.7263217568397522
15,0.9854679703712463
16,0.4434027671813965
17,0.43502652645111084
18,0.3203698396682739
19,0.27464941143989563
20,-0.08043037354946136
21,-0.2036561667919159
22,0.22279392182826996
23,1.0052076578140259
24,0.21921634674072266
25,0.3958814740180969
26,0.683442234992981
27,0.1840953677892685
28,-0.2967106103897095
29,0.027977000921964645
30,0.5578858256340027
31,0.09405785799026489
32,1.2459148168563843
33,-0.16586968302726746
34,0.029150325804948807
35,0.6425371170043945
36,0.1234261691570282
37,0.4009845554828644
38,0.27130189538002014
39,0.28604820370674133
40,0.21822908520698547
41,0.8071050643920898
42,0.06362879276275635
43,0.8058922290802002
44,-0.05287952348589897
45,0.7022032141685486
46,0.42981332540512085
47,1.0139158964157104
48,0.4094632863998413
49,-0.13349828124046326
50,0.6182692050933838
51,-0.21461352705955505
52,0.928031861782074
53,0.8309869170188904
54,0.5935100317001343
55,0.039879895746707916
56,1.2345404624938965
57,0.7350893020629883
58,0.10444772988557816
59,0.5650705099105835
60,0.45731061697006226
61,0.6139966249465942
62,0.7491165399551392
63,0.7676029205322266
64,-0.0735483467578888
65,-0.07046618312597275
66,0.4534727931022644
67,0.29226386547088623
68,0.4138466417789459
69,0.850584089756012
70,0.7672824263572693
71,0.662207305431366
72,0.7749910354614258
73,0.7269619107246399
74,0.13578331470489502
75,0.6467607617378235
76,0.6356455087661743
77,0.40222546458244324
78,0.07553354650735855
79,0.09420862793922424
80,0.9459613561630249
81,-0.7062697410583496
82,0.22264575958251953
83,-0.3151592016220093
84,0.1581224650144577
85,0.7358763813972473
86,0.7393807768821716
87,0.08688186854124069
88,0.07225698232650757
89,1.414097547531128
90,0.2956084907054901
91,0.9589475393295288
92,0.951798141002655
93,-0.0844600573182106
94,0.7564067244529724
95,0.5562983155250549
