neuron,mean,sd
0,-0.09257850795984268,0.036706697195768356
1,-0.12495643645524979,0.046032268553972244
2,-0.14457882940769196,0.0363336056470871
3,-0.12039094418287277,0.048574239015579224
4,-0.13506744801998138,0.03856935724616051
5,-0.14046482741832733,0.04901409521698952
6,-0.1472351849079132,0.0409216433763504
7,-0.11027195304632187,0.04853677377104759
8,-0.10147954523563385,0.032297708094120026
9,-0.10894624888896942,0.03207627311348915
10,-0.05605129897594452,0.027208194136619568
11,-0.0716267004609108,0.034335196018218994
12,-0.06548842042684555,0.03702986240386963
13,-0.13481061160564423,0.04994869604706764
14,-0.1173814907670021,0.044261038303375244
15,-0.020915206521749496,0.031090492382645607
16,-0.08853884041309357,0.02987019531428814
17,-0.13426440954208374,0.05364127829670906
18,-0.1405331939458847,0.04684032127261162
19,-0.16550812125205994,0.05592438578605652
20,-0.17502892017364502,0.04957209900021553
21,-0.17885363101959229,0.05080721154808998
22,-0.08803603798151016,0.04009978100657463
23,-0.08377103507518768,0.04021222144365311
24,-0.11259327828884125,0.0322217121720314
25,-0.12056619673967361,0.041835933923721313
26,-0.10862313956022263,0.03822050243616104
27,-0.13949477672576904,0.04653286561369896
28,-0.20237170159816742,0.06535427272319794
29,-0.15136568248271942,0.037475381046533585
30,-0.060536421835422516,0.027355339378118515
31,-0.1384887844324112,0.04057794436812401
32,0.0015979715390130877,0.06614668667316437
33,-0.13389836251735687,0.040298670530319214
34,-0.12330159544944763,0.04932630807161331
35,-0.08011943101882935,0.040088776499032974
36,-0.1649722307920456,0.06627905368804932
37,-0.14154130220413208,0.04829821735620499
38,-0.11908966302871704,0.04713453724980354
39,-0.12702874839305878,0.04562890902161598
40,-0.1445402354001999,0.0484594851732254
41,-0.03500502556562424,0.028425374999642372
42,-0.1421736180782318,0.0588565468788147
43,-0.1137240082025528,0.0440577007830143
44,-0.18594829738140106,0.04294450953602791
45,-0.1195688247680664,0.037759117782115936
46,-0.13778086006641388,0.031530287116765976
47,-0.04713153466582298,0.028304534032940865
48,-0.10777447372674942,0.049387067556381226
49,-0.1661272644996643,0.0481211319565773
50,-0.10797978192567825,0.04498874396085739
51,-0.16983141005039215,0.044322650879621506
52,-0.08945418149232864,0.049366313964128494
53,-0.04363100603222847,0.03442724049091339
54,-0.10563422739505768,0.04320879280567169
55,-0.17390820384025574,0.05503632128238678
56,-0.09625287353992462,0.0480058491230011
57,-0.087362140417099,0.04254542663693428
58,-0.12084005028009415,0.029808735474944115
59,-0.13716331124305725,0.049420446157455444
