,mean,sd
693,-0.64398855,0.24076135
694,-0.50378805,0.17822935
695,-0.48841622,0.23505664
696,-0.7447922,0.21823525
697,-0.68756014,0.22508632
698,-0.56717294,0.24627578
699,-0.5237374,0.1297443
700,-1.517088,0.19181034
701,0.024278982,0.26653087
702,-0.76491165,0.18645963
703,-0.7457126,0.20232227
704,-1.0335139,0.22007787
705,-0.618059,0.18121558
706,-0.16698386,0.35444763
707,0.19642659,0.23201124
708,-0.6108079,0.18159539
709,-0.8458297,0.24983661
710,-0.49785107,0.18342124
711,-0.7370851,0.20275025
712,-0.58622617,0.17754711
713,-0.22003673,0.23630281
714,-0.76084906,0.21053815
715,-0.47656333,0.21626654
716,-0.9837617,0.1712418
717,-0.60352814,0.20878226
718,-0.6785401,0.16482368
719,-0.81083983,0.20548904
720,-0.70585626,0.16652545
721,-0.6269358,0.25516966
722,-0.54921645,0.18564345
723,-0.5493348,0.1909395
724,-0.48975345,0.25668067
725,-0.7934698,0.20862512
726,-0.5981051,0.18489426
727,-1.1130977,0.28712964
728,-0.6000569,0.34913662
729,-0.31223157,0.21689337
730,-0.88437736,0.26962513
731,-0.62496936,0.1976136
732,-0.47803542,0.16883141
733,-0.13345064,0.20965841
734,-0.788646,0.23190407
735,-0.64059114,0.26956967
736,-0.73052657,0.19861992
737,-0.9543898,0.18647839
738,-0.7776954,0.22301744
739,-0.71498114,0.23298779
740,-0.6067286,0.23651436
741,-0.4152483,0.25831744
742,0.36979857,0.2135134
743,-1.1032858,0.14427437
744,-0.5538448,0.20656444
745,-0.8539532,0.2022509
746,-0.6044989,0.22745496
747,-0.7194394,0.2399945
748,-0.89008963,0.18074764
749,-0.011692728,0.2042574
750,-0.5091702,0.16605906
751,-0.66456336,0.13259879
752,-0.33848807,0.24947727
753,-0.82054985,0.1597393
754,-0.51867795,0.30193615
755,-0.49141538,0.19833744
756,-0.7166836,0.16771986
757,-0.80786407,0.28218025
758,-0.41663387,0.24630587
759,-1.4805343,0.19018583
760,-1.0106515,0.27591747
761,-0.76476634,0.2097166
762,-0.5024499,0.27777964
763,-0.5739236,0.26578414
764,-0.87348115,0.2238125
765,-0.6300238,0.16974862
766,-0.7078083,0.1473794
767,-0.29517096,0.2064685
768,-0.5703303,0.17205341
769,-0.77926755,0.2149884
770,-0.7559035,0.15334973
771,0.028839653,0.2501052
772,-0.53502804,0.20149112
773,-0.59721136,0.16456874
774,-0.8862407,0.30987784
775,-0.6451005,0.19250599
776,-0.5676123,0.3132313
777,-0.7438996,0.19801396
778,-0.5174819,0.20275824
779,-0.5874683,0.18898809
780,-1.0180502,0.21856771
781,0.08840308,0.37490714
782,-1.21984,0.14888835
783,-0.48218197,0.20054102
784,-0.5727581,0.11817337
785,-0.89492935,0.1874947
786,-0.514933,0.1899017
787,-0.6525462,0.19286549
788,-0.5339995,0.1489148
789,-0.7804852,0.28398642
790,-0.8675543,0.23783332
791,-0.4520026,0.23842336
792,-0.7142258,0.15044442
793,-0.71273226,0.24098912
794,-0.7475666,0.19059393
795,-0.8230591,0.18970886
796,-0.50117785,0.12103769
797,-0.5899427,0.20050739
798,-0.5022937,0.13076502
799,-0.3875517,0.1939099
800,-1.4579834,0.22736923
801,-0.83035505,0.13224016
802,-0.59522265,0.18234977
803,-0.4913397,0.10102879
804,-0.6904575,0.22556563
805,-0.21189001,0.30572927
806,-0.501367,0.20871985
807,-0.72482294,0.20938341
808,-0.6486605,0.2819513
809,-0.66235006,0.15776847
810,-0.8393626,0.20992835
811,-0.7018427,0.1929423
812,-0.57127583,0.17745201
813,-0.4994349,0.23743789
814,-0.50070506,0.12552102
815,-0.92080307,0.17586009
816,-0.5666272,0.19646469
817,-0.7651793,0.2635778
818,-0.52218413,0.2393758
819,-0.43128392,0.23465379
820,-1.0268368,0.19786344
821,-0.24294178,0.2133197
822,-0.5525239,0.18846412
823,-0.56938297,0.16327342
824,-1.1290884,0.22128177
825,-0.7939883,0.21200626
826,-1.404808,0.21659532
827,-0.39253783,0.15512107
828,-0.51984864,0.2463929
829,-1.0610541,0.2620601
830,-0.7637275,0.24443054
831,-0.6510836,0.18056175
832,-0.7109547,0.18628159
833,-0.7254481,0.13478713
834,-0.49262744,0.18514626
835,-0.55180407,0.13450886
836,-0.81386846,0.19302215
837,-0.8961664,0.19885528
838,-0.708744,0.16800858
839,-0.5718526,0.16076931
840,-0.8423756,0.19916034
841,-1.2658523,0.17837572
842,-0.5275936,0.1736228
843,-0.5490801,0.16909914
844,-0.48742256,0.1700239
845,-0.49729127,0.21255338
846,-0.79189545,0.17607841
847,-0.33863026,0.28558627
848,-0.55802864,0.22890715
849,-0.6391194,0.2172343
850,-0.74482965,0.22592449
851,-0.5848372,0.21138152
852,-0.75577515,0.17124043
853,-0.5724138,0.15044178
854,-0.9908073,0.2791174
855,-0.28421783,0.21116734
856,-0.6018401,0.19303043
857,-0.47438353,0.25095117
858,-0.81079155,0.22476637
859,-0.79033995,0.17854913
860,-0.5468886,0.25373313
861,-0.7209597,0.15322323
862,-0.20882288,0.16207144
863,-0.59624445,0.15629084
864,-0.48583797,0.22178617
865,-0.69955933,0.20096499
866,-0.47932953,0.1752299
867,-0.57378817,0.1545287
868,-0.23118885,0.23063025
869,-0.66468924,0.23815358
870,-0.64322937,0.24459694
871,-0.81701803,0.16608143
872,-0.38099116,0.22841929
873,-0.4584387,0.20917714
874,-1.0783017,0.15975218
875,-0.5656294,0.124237634
876,-0.64257157,0.18618943
877,-0.5914499,0.106694624
878,-0.49887708,0.20300932
879,-0.6792759,0.28576434
880,-0.49440032,0.22940306
881,-1.0160725,0.23995739
882,-0.4946349,0.14355786
883,-0.99836576,0.2705562
884,-0.654655,0.14602473
885,-1.2759286,0.16221507
886,-1.6206064,0.2564779
887,-0.97434306,0.20620309
888,-0.66361964,0.16624364
889,-0.686289,0.13056257
890,-0.71927637,0.24485677
891,-0.6790678,0.24648944
892,-0.9242212,0.154577
893,-1.3316054,0.20373327
894,-0.58831346,0.13299651
895,-0.60131836,0.21141353
896,-0.95047194,0.17104058
897,-0.5625534,0.21425663
898,-0.80117464,0.17339928
899,-0.58428705,0.2139529
900,-0.5832717,0.19257395
901,-0.6626622,0.13893521
902,-1.2889344,0.25497556
903,-0.47688675,0.13919343
904,-0.60923713,0.14400618
905,-0.10322339,0.2337302
906,-0.5944929,0.20696917
907,-0.2562837,0.17229554
908,-0.7969742,0.20081554
909,-0.81551117,0.25255907
910,-0.51111245,0.19753225
911,-0.5481765,0.13624893
912,-0.6205632,0.2166183
913,-0.5058144,0.24772994
914,-0.6566492,0.3154639
915,-1.028873,0.19733168
916,-0.325731,0.18429135
917,-0.5210941,0.18265492
918,-0.58488214,0.14724626
919,-0.5182441,0.13335519
920,-1.0837201,0.25322926
921,-0.81067353,0.2184489
922,-0.5364745,0.10479707
923,-0.88625425,0.15640287
924,-0.59566087,0.20995891
925,-1.0767014,0.204892
926,-0.4282968,0.23138426
927,-0.7945186,0.20860185
928,-0.43308145,0.19529845
929,-0.443231,0.21620286
930,-0.68299943,0.14879158
931,-0.8176455,0.1221928
932,-0.27381977,0.30370566
933,-0.35940662,0.16071199
934,-0.62649786,0.1397801
935,-0.60599804,0.18833174
