neuron,cohens_d
0,0.7808393239974976
1,0.8880642056465149
2,0.6632822155952454
3,0.4279966950416565
4,1.0262722969055176
5,0.5499235391616821
6,-0.402962863445282
7,0.9317943453788757
8,-0.2212289422750473
9,0.4763421416282654
10,0.4158136546611786
11,0.6843516230583191
12,0.8630005121231079
13,0.7828601598739624
14,0.7367104291915894
15,0.3671402931213379
16,-0.007385235279798508
17,1.140081763267517
18,0.17967596650123596
19,0.5794742107391357
20,1.0141102075576782
21,0.34342503547668457
22,0.1897944062948227
23,0.7698643803596497
24,0.644504725933075
25,-0.24508324265480042
26,0.5339040160179138
27,-0.2186511605978012
28,0.38540029525756836
29,0.8839095830917358
30,0.7207447290420532
31,1.1538879871368408
32,0.7888002991676331
33,1.2148510217666626
34,0.6103326678276062
35,0.39537376165390015
36,0.8657904267311096
37,-0.8134763836860657
38,0.7154740691184998
39,0.992612898349762
40,-0.3494376242160797
41,0.26571232080459595
42,-0.010248803533613682
43,1.0215166807174683
44,0.6217490434646606
45,0.1801944226026535
46,0.38321322202682495
47,0.6252744793891907
48,-0.09188225865364075
49,-0.1643259972333908
50,0.7525643110275269
51,1.128919005393982
52,0.3368628919124603
53,0.4281793534755707
54,0.08030962944030762
55,0.9635758996009827
56,0.7427722811698914
57,-0.11558551341295242
58,0.5458609461784363
59,-0.021200470626354218
60,-0.3103814721107483
61,0.6000587940216064
62,0.42531394958496094
63,0.07806243747472763
64,0.5774667859077454
65,0.6871277093887329
66,0.6599110960960388
67,0.07112663984298706
68,0.9624505043029785
69,0.7775281667709351
70,0.8902157545089722
71,0.20056787133216858
72,0.8110547065734863
73,0.8643855452537537
74,0.1621331125497818
75,0.7599914073944092
76,0.7966680526733398
77,0.7840378880500793
78,0.768151044845581
79,0.3657102584838867
80,0.7364509105682373
81,0.14518114924430847
82,0.6659569144248962
83,-0.15270163118839264
84,0.5514633655548096
85,0.3339632749557495
86,0.7519187927246094
87,0.8240842819213867
88,0.6491618752479553
89,-0.19195596873760223
90,0.5972537398338318
91,0.6059534549713135
92,-0.6078746914863586
93,0.7961599826812744
94,-0.2748074531555176
95,0.9451512098312378
96,0.691003680229187
97,-0.01599639281630516
98,0.44948703050613403
99,0.5676438808441162
100,0.14568299055099487
101,0.6122692823410034
102,0.2752344608306885
103,-0.4605627655982971
104,-0.08060189336538315
105,1.3148914575576782
106,0.6955668926239014
107,-0.3414732813835144
108,0.43706053495407104
109,-0.013534586876630783
110,0.6236854195594788
111,0.8310673236846924
112,1.1696122884750366
113,0.7955959439277649
114,0.08820653706789017
115,0.18826211988925934
116,-0.33232253789901733
117,0.7169972062110901
118,0.3543420135974884
119,0.6752065420150757
120,0.6259715557098389
121,1.2517063617706299
122,0.7113341093063354
123,1.0327366590499878
124,0.13353140652179718
125,0.3279094398021698
126,-0.48568814992904663
127,0.5376193523406982
128,-0.7479975819587708
129,0.8113857507705688
130,0.9871383905410767
131,0.49389663338661194
132,-0.06192438676953316
133,0.3422209620475769
134,0.8799770474433899
135,0.6751269698143005
136,0.8651102781295776
137,0.6621636748313904
138,0.6041354537010193
139,0.10999495536088943
140,1.1499345302581787
141,0.7113531827926636
142,0.35892099142074585
143,0.7403251528739929
144,0.9853850603103638
145,0.8735045790672302
146,0.27507394552230835
147,0.2944120466709137
148,0.9713340401649475
149,0.8602469563484192
150,0.4729369580745697
151,1.179194688796997
152,0.6857306361198425
153,0.5509467720985413
154,1.2033486366271973
155,0.7181481122970581
156,1.108388900756836
157,-0.026408059522509575
158,0.9276975989341736
159,0.10019993036985397
160,0.7180289626121521
161,-0.08704709261655807
162,0.26794129610061646
163,0.7375249266624451
164,0.5306854844093323
165,0.8380611538887024
166,1.0060625076293945
