neuron,mean,sd
0,-0.36702361702919006,0.1293710321187973
1,-0.2845973074436188,0.12405361235141754
2,-0.32161006331443787,0.11789119243621826
3,-0.3163508176803589,0.12348334491252899
4,-0.31257981061935425,0.10783777385950089
5,-0.3436830937862396,0.1381283551454544
6,-0.21080590784549713,0.11195949465036392
7,-0.36326873302459717,0.14775584638118744
8,-0.10811493545770645,0.10236582159996033
9,-0.3151436746120453,0.11449085175991058
10,-0.2792431116104126,0.10014113038778305
11,-0.29138824343681335,0.11453694105148315
12,-0.31328362226486206,0.10871966928243637
13,-0.40779051184654236,0.14266227185726166
14,-0.34182462096214294,0.13406674563884735
15,-0.11002366989850998,0.08950396627187729
16,-0.12848593294620514,0.11475928127765656
17,-0.3424842059612274,0.12005940079689026
18,-0.11098617315292358,0.09312526881694794
19,-0.32751017808914185,0.11794988065958023
20,-0.33418846130371094,0.12156978249549866
21,-0.27811744809150696,0.20489205420017242
22,-0.12420296669006348,0.10613297671079636
23,-0.31270480155944824,0.12515446543693542
24,-0.3011772334575653,0.11235254257917404
25,-0.1193048357963562,0.11557964235544205
26,-0.3220421075820923,0.11496733129024506
27,-0.22852259874343872,0.11408290266990662
28,-0.2768442928791046,0.12115350365638733
29,-0.32928666472435,0.1154046356678009
30,-0.17654024064540863,0.09142359346151352
31,-0.3329528272151947,0.13643135130405426
32,-0.30724388360977173,0.1100868359208107
33,-0.17776161432266235,0.11126228421926498
34,-0.1332690417766571,0.14503781497478485
35,-0.19824562966823578,0.1068648174405098
36,-0.38051265478134155,0.1281975507736206
37,-0.11988859623670578,0.10276450961828232
38,-0.28390949964523315,0.10765562206506729
39,-0.3360549807548523,0.1168806403875351
40,-0.12634782493114471,0.10407338291406631
41,-0.2795732021331787,0.1059146597981453
42,-0.02909206971526146,0.09057126939296722
43,-0.36666443943977356,0.13981932401657104
44,-0.27176740765571594,0.10570190101861954
45,-0.10628698766231537,0.09826682507991791
46,-0.17716775834560394,0.11041995137929916
47,-0.28934717178344727,0.11715812981128693
48,-0.13426779210567474,0.11937113851308823
49,-0.14830195903778076,0.10714969038963318
50,-0.295244038105011,0.11515063792467117
51,-0.36253461241722107,0.12819692492485046
52,-0.3675417900085449,0.12230623513460159
53,-0.11039458960294724,0.11500159651041031
54,-0.113406702876091,0.11507802456617355
55,-0.3881814777851105,0.15867912769317627
56,-0.2630876898765564,0.09897837042808533
57,-0.10555202513933182,0.09659390896558762
58,-0.24391037225723267,0.10502322018146515
59,-0.1080169528722763,0.10243333131074905
60,-0.11283409595489502,0.10171158611774445
61,-0.33173173666000366,0.12009936571121216
62,-0.283099502325058,0.10058879852294922
63,-0.10908965021371841,0.10007534176111221
64,-0.30852243304252625,0.1150941327214241
65,-0.293488085269928,0.10293067991733551
66,-0.3210851550102234,0.1255246102809906
67,-0.29124966263771057,0.11532764136791229
68,-0.3296409845352173,0.11741199344396591
69,-0.3238866627216339,0.12435806542634964
70,-0.30703306198120117,0.11182437837123871
71,-0.28669473528862,0.11979488283395767
72,-0.270815908908844,0.0956345722079277
73,-0.3936016857624054,0.14891904592514038
74,-0.24796335399150848,0.09739522635936737
75,-0.2817213237285614,0.10596827417612076
76,-0.28573858737945557,0.10618662089109421
77,-0.31090423464775085,0.14925514161586761
78,-0.21325041353702545,0.09771107137203217
79,-0.2972416877746582,0.10750052332878113
80,-0.3086191713809967,0.11137884110212326
81,-0.29716330766677856,0.12184552103281021
82,-0.2546972334384918,0.09983170032501221
83,-0.31038063764572144,0.11683022975921631
84,-0.32323285937309265,0.10317860543727875
85,-0.289765328168869,0.12222235649824142
86,-0.33423614501953125,0.1308070421218872
87,-0.3144550025463104,0.1170850470662117
88,-0.29338565468788147,0.10617432743310928
89,-0.1172562688589096,0.12559987604618073
90,-0.323127806186676,0.11319544911384583
91,-0.3190903663635254,0.12249789386987686
92,-0.11663563549518585,0.10894205421209335
93,-0.24131056666374207,0.09746365994215012
94,-0.165389284491539,0.08967023342847824
95,-0.3204038143157959,0.12610316276550293
96,-0.3113706409931183,0.10798373818397522
97,-0.2087535709142685,0.10446690768003464
98,-0.29729947447776794,0.1226557046175003
99,-0.09953858703374863,0.0955401286482811
100,-0.29833292961120605,0.11840859055519104
101,-0.32038772106170654,0.11971159279346466
102,-0.18702878057956696,0.0930819883942604
103,-0.016074933111667633,0.08326131850481033
104,-0.11463195085525513,0.12566597759723663
105,-0.3401843309402466,0.12074387073516846
106,-0.3096810281276703,0.12198185175657272
107,-0.09023714810609818,0.09857578575611115
108,-0.3103572130203247,0.12663564085960388
109,-0.1112963855266571,0.09262537956237793
110,-0.2866060733795166,0.1078757643699646
111,-0.3453517556190491,0.13500076532363892
112,-0.37315061688423157,0.12465724349021912
113,-0.3698257505893707,0.12450312823057175
114,-0.1787862330675125,0.08634977787733078
115,-0.2604779899120331,0.09987161308526993
116,-0.12872515618801117,0.09188628941774368
117,-0.2875477075576782,0.10312210023403168
118,-0.31300094723701477,0.1272234171628952
