alpha_u,alpha_n,alpha_i,ndcg,avgpop@10,gini@10,cov@10,covn@10,ndcgpassive@10,ndcgneutral@10,ndcgactive@10,ndcgtail@10,ndcgmid@10,ndcghead@10,ndcgtailuser@10,ndcgmiduser@10,ndcgheaduser@10,epochtime
0,,0,0.0242,173.0568,0.8297,0.7039,0.3316,0.0246,0.0246,0.0204,0.0111,0.0111,0.0131,0.0219,0.0219,0.0447,0.7228565216064453
15,,0.0,0.0227,171.4478,0.8207,0.712,0.3444,0.023,0.023,0.0198,0.0114,0.0114,0.0113,0.021,0.021,0.0377,0.3266012668609619
30,,0.0,0.02,165.0623,0.79,0.7369,0.3868,0.0205,0.0205,0.0154,0.0104,0.0104,0.0096,0.0184,0.0184,0.0344,0.32608628273010254
50,,0.0,0.0165,158.8461,0.7576,0.7706,0.4265,0.0166,0.0166,0.0156,0.0086,0.0086,0.0079,0.016,0.016,0.0214,0.32766008377075195
75,,0.0,0.0142,152.9858,0.7276,0.7979,0.4663,0.0143,0.0143,0.0137,0.0077,0.0077,0.0065,0.0135,0.0135,0.0203,0.3275716304779053
100,,0.0,0.0139,148.8157,0.7038,0.8182,0.4918,0.0142,0.0142,0.0117,0.0082,0.0082,0.0058,0.0136,0.0136,0.0166,0.32782649993896484
