alpha_u,alpha_n,alpha_i,ndcg,avgpop@10,gini@10,cov@10,covn@10,ndcgpassive@10,ndcgneutral@10,ndcgactive@10,ndcgtail@10,ndcgmid@10,ndcghead@10,ndcgtailuser@10,ndcgmiduser@10,ndcgheaduser@10,epochtime
0,,0,0.0242,173.0568,0.8297,0.7039,0.3316,0.0246,0.0246,0.0204,0.0111,0.0111,0.0131,0.0219,0.0219,0.0447,0.7805213928222656
15,,0.0,0.0227,171.4478,0.8207,0.712,0.3444,0.0231,0.0231,0.0196,0.0114,0.0114,0.0113,0.021,0.021,0.0382,0.32560181617736816
30,,0.0,0.0199,165.0623,0.79,0.7369,0.3868,0.0204,0.0204,0.0154,0.0104,0.0104,0.0095,0.0183,0.0183,0.034,0.32538819313049316
50,,0.0,0.0165,158.8461,0.7576,0.7706,0.4265,0.0166,0.0166,0.0156,0.0086,0.0086,0.0079,0.016,0.016,0.0215,0.32677268981933594
75,,0.0,0.0142,152.9858,0.7276,0.7979,0.4663,0.0143,0.0143,0.0137,0.0077,0.0077,0.0065,0.0135,0.0135,0.0203,0.32712674140930176
100,,0.0,0.014,148.8157,0.7038,0.8182,0.4918,0.0142,0.0142,0.0117,0.0082,0.0082,0.0058,0.0137,0.0137,0.0166,0.32700490951538086
